"name"	"country_code"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"TFYR Macedonia"	807	2091.37	2094.32	2081.768	2055.311	2013.727	1969.991	1935.875	1907.28	1882.699	1853.609	1824.965	1799.449	1785.838	1784.27	1787.478	1791.466	1796.696
"Austria"	40	8719.916	8921.132	9109.413	9260.253	9379.347	9490.388	9615.332	9751.224	9896.339	10061.313	10246.296	10471.832	10732.232	11043.045	11400.414	11805.564	12256.788
"Belgium"	56	11701.597	12118.205	12551.459	12967.613	13389.573	13807.854	14254.108	14743.47	15263.165	15821.194	16434.942	17098.143	17819.888	18588.261	19418.073	20307.143	21226.11
"France"	250	66122.375	68080.382	70251.915	72450.284	74648.762	76773.477	79066.06	81632.661	84538.63	87702.538	91157.358	94959.992	99108.731	103536.782	108303.002	113311.286	118541.818
"Germany"	276	80971.504	81249.557	81373.349	81257.627	80905.354	80475.431	79948.829	79653.119	79702.094	80088.466	80859.342	81746.755	82833.114	84251.606	86180.961	88434.882	90862.888
"Luxembourg"	442	631.892	704.478	785.211	869.242	957.023	1045.037	1140.119	1241.191	1347.075	1455.888	1574.357	1693.762	1817.095	1945.356	2076.141	2207.104	2340.015
"Netherlands"	528	17280.505	17706.074	18153.634	18537.915	18836.101	19098.418	19422.732	19841.513	20345.459	20936.664	21599.349	22336.714	23135.161	24010.119	24973.023	25993.008	27070.661
"Switzerland"	756	8736.563	9155.359	9538.224	9878.176	10172.603	10457.235	10753.764	11050.221	11362.207	11677.404	12021.256	12382.383	12791.915	13233.202	13743.355	14319.054	14950.347
"Latin America and the Caribbean"	904	670877.008	707962.346	743655.953	775990.595	806140.175	835184.428	863502.427	890182.126	914698.273	937186.259	958406.35	978707.695	998420.293	1018164.201	1038010.325	1058291.703	1079190.395
"Antigua and Barbuda"	28	96.817	102.061	106.993	110.89	114.299	117.24	120.338	123.462	126.725	128.924	131.176	133.811	136.51	139.855	142.749	145.905	149.216
"Aruba"	533	105.884	107.67	108.915	109.701	109.383	108.261	107.452	107.579	108.269	109.444	110.657	111.961	113.63	115.437	117.209	119.464	121.587
"Bahamas"	44	414.427	440.814	462.746	482.609	498.604	513.789	529.989	544.953	561.841	577.627	591.005	603.501	617.463	631.97	651.596	672.598	693.456
"Barbados"	52	288.749	294.038	299.687	304.73	308.823	311.988	315.514	319.891	325.406	332.099	339.158	346.641	354.201	363.006	372.17	381.562	391.593
"Cuba"	192	11430.738	11438.158	11391.456	11258.943	11058.702	10803.471	10533.267	10256.453	9964.921	9661.238	9371.589	9126.703	8937.3	8793.727	8683.578	8595.582	8524.846
"Curacao"	531	165.251	172.075	176.544	180.804	182.962	184.847	187.516	191.239	195.55	199.981	204.859	209.804	215.128	221.128	227.684	233.942	241.66
"Dominican Republic"	214	11201.035	11870.314	12513.899	13103.894	13666.273	14201.825	14714.396	15189.449	15615.006	16008.523	16372.844	16715.273	17027.791	17317.561	17575.027	17817.512	18038.589
"Grenada"	308	110.637	114.927	118.323	121.887	125.366	128.986	132.658	135.867	138.454	140.142	141.469	144.248	146.623	149.082	151.142	153.118	155.365
"Guadeloupe"	312	480.231	489.978	501.117	510.2	518.051	522.08	523.046	523.414	523.09	522.752	521.381	521.173	521.011	521.285	519.6	518.264	514.215
"Haiti"	332	11487.316	12285.508	13077.874	13813.891	14504.565	15166.621	15806.231	16406.529	16949.607	17426.303	17850.34	18239.161	18600.317	18946.648	19286.628	19611.217	19912.29
"Jamaica"	388	2864.588	2936.497	3000.832	3036.163	3059.285	3095.158	3137.556	3173.169	3197.576	3213.996	3225.684	3236.316	3246.486	3257.959	3268.944	3291.163	3323.347
"Martinique"	474	397.336	399.688	402.345	402.297	399.132	393.335	387.439	383.086	382.505	383.856	387.616	392.502	398.337	404.724	411.642	418.09	424.467
"Puerto Rico"	630	3698.529	3725.204	3748.62	3749.46	3729.135	3704.85	3678.941	3653.488	3622.93	3581.338	3537.767	3495.088	3464.471	3448.438	3436.129	3433.012	3430.936
"Saint Lucia"	662	193.201	201.751	209.814	216.683	222.344	227.179	232.197	236.745	240.296	243.944	246.876	249.607	253.412	257.55	261.573	265.56	269.53
"St. Vincent and the Grenadines"	670	109.923	110.151	110.015	108.948	107.376	105.341	103.259	100.819	98.189	95.332	92.487	89.68	86.987	84.475	82.076	79.809	77.574
"Trinidad and Tobago"	780	1379.055	1380.243	1370.654	1356.123	1336.521	1315.015	1293.68	1271.41	1247.618	1223.802	1203.283	1186.543	1175.265	1168.762	1164.987	1161.019	1157.442
"United States Virgin Islands"	850	108.085	110.418	113.668	116.809	119.488	121.21	124.446	127.281	130.289	134.97	139.112	143.855	149.129	153.896	159.149	164.808	170.435
"Belize"	84	399.255	439.357	477.239	510.953	541.781	571.203	600.792	628.361	653.663	677.955	700.526	722.908	743.398	762.917	782.665	802.529	820.111
"Costa Rica"	188	5093.286	5383.289	5663.287	5922.273	6168.514	6403.788	6630.96	6850.072	7056.626	7258.246	7454.69	7647.181	7844.201	8047.86	8261.983	8496.249	8748.787
"El Salvador"	222	6261.59	6403.111	6523.57	6599.944	6654.303	6696.539	6737.705	6761.01	6762.176	6747.088	6714.678	6676.677	6619.161	6547.755	6471.498	6400.512	6343.74
"Guatemala"	320	18125.982	20006.966	21941.006	23854.587	25761.203	27708.438	29647.957	31589.977	33496.686	35301.445	37046.448	38705.687	40255.922	41744.302	43133.329	44437.385	45680.057
"Honduras"	340	8694.938	9338.985	9955.518	10489.151	10972.895	11417.421	11838.18	12221.889	12538.888	12802.391	13017.461	13179.817	13301.069	13395.176	13453.836	13507.054	13560.979
"Mexico"	484	135470.262	143656.154	151277.715	157988.168	163976.634	169595.21	174888.408	179574.257	183522.438	186814.435	189725.185	192248.337	194509.565	196557.225	198237.488	199961.988	201620.115
"Nicaragua"	558	6449.761	6805.715	7135.788	7427.3	7690.24	7924.254	8126.628	8290.41	8405.1	8485.477	8531.528	8546.705	8531.102	8481.356	8419.959	8346.255	8268.26
"Panama"	591	4262.499	4610.533	4965.815	5315.723	5668.37	6024.283	6386.74	6746.879	7098.176	7442.049	7791.605	8148.591	8511.327	8879.688	9253.437	9633.114	10021.862
"Argentina"	32	45885.72	48514.276	51252.909	53931.585	56664.529	59464.677	62338.102	65238.596	68213.357	71134.774	74085.646	77014.35	79965.775	83000.862	86148.064	89351.857	92605.822
"Bolivia (Plurinational State of)"	68	11636.886	12609.44	13616.43	14599.458	15576.134	16550.454	17522.717	18484.442	19401.184	20257.995	21067.117	21830.592	22536.671	23187.02	23767.906	24302.42	24783.708
"Brazil"	76	217766.191	227745.08	237170.53	245453.154	253039.861	260338.712	267413.638	273926.006	279791.883	285147.468	290150.578	295027.968	299924.332	305086.485	310780.098	316820.394	323451.24
"Chile"	152	18969.048	20023.417	21057.828	22014.546	22917.261	23787.014	24668.378	25532.211	26364.037	27166.421	27960.021	28774.091	29618.348	30494.399	31395.529	32350.416	33369.401
"Colombia"	170	50650.512	53013.83	55188.833	57059.337	58698.972	60171.778	61525.334	62761.981	63864.12	64867.607	65816.188	66729.07	67607.307	68515.222	69474.017	70522.311	71665.283
"Ecuador"	218	17465.149	18846.798	20234.752	21581.544	22907.549	24228.342	25554.022	26858.626	28103.216	29308.435	30470.804	31614.416	32730.468	33817.546	34902.415	35997.179	37109.724
"French Guiana"	254	306.072	346.935	391.3	439.805	488.989	539.58	591.728	644.039	699.055	755.29	816.124	877.282	943.223	1006.965	1070.389	1134.643	1195.777
"Guyana"	328	795.977	830.055	860.725	882.516	901.923	927.045	955.14	985.225	1017.207	1050.461	1083.333	1114.123	1144.782	1178.65	1210.563	1247.958	1282.193
"Paraguay"	600	7130.97	7643.085	8151.484	8624.446	9080.543	9531.26	9983.667	10425.887	10840.677	11220.304	11574.707	11907.642	12221.608	12529.84	12829.962	13119.279	13413.095
"Peru"	604	33495.468	35615.459	37677.909	39589.94	41377.53	43081.412	44737.238	46320.291	47737.264	49016.665	50172.918	51245.059	52226.641	53202.263	54142.514	55039.377	55908.4
"Suriname"	740	569.576	595.554	620.874	642.773	663.038	683.053	700.524	718.396	738.532	757.296	777.634	797.403	815.29	834.017	852.708	871.148	888.241
"Uruguay"	858	3499.874	3572.894	3649.062	3713.075	3771.349	3826.864	3889.453	3952.918	4009.078	4059.564	4105.622	4157.875	4209.127	4263.221	4321.743	4379.09	4439.385
"Venezuela (Bolivarian Republic of)"	862	33416.191	35781.917	38129.878	40366.284	42558.247	44691.903	46837.19	48925.82	50956.639	52930.622	54876.235	56796.055	58716.915	60655.928	62588.338	64507.921	66417.668
"Northern America"	905	373104.911	389877.755	407029.073	423122.575	438684.194	454072.353	471060.828	490219.035	511964.863	535313.755	560123.826	586537.019	615065.848	646515.304	680207.89	716766.945	755726.805
"Canada"	124	37750.693	39595.492	41328.076	42865.545	44285.673	45696.007	47203.885	48865.03	50731.743	52734.173	54878.545	57150.354	59642.309	62330.673	65333.726	68517.357	72004.852
"United States of America"	840	335354.218	350282.262	365700.998	380257.03	394398.521	408376.346	423856.943	441354.005	461233.12	482579.582	505245.281	529386.666	555423.539	584184.631	614874.164	648249.588	683721.953
"Oceania"	909	42126.837	45257.578	48385.644	51419.953	54358.771	57376.436	60561.798	63838.702	67211.761	70641.647	74152.441	77722.264	81316.918	85034.66	88947.165	93030.578	97265.45
"Australia"	36	25767.406	27568.451	29286.641	30909.081	32444.334	34038.537	35729.315	37493.853	39331.835	41215.093	43161.543	45158.515	47196.433	49370.436	51731.345	54287.391	57009.155
"New Zealand"	554	4721.877	4924.549	5133.375	5328.207	5500.938	5660.477	5842.828	6024.471	6217.353	6426.479	6655.998	6906.549	7156.179	7414.701	7690.695	7974.2	8274.05
"Fiji"	242	926.608	962.99	999.594	1033.83	1066.261	1098.226	1132.874	1166.658	1200.17	1233.86	1264.964	1294.307	1325.372	1354.86	1380.691	1408.402	1434.855
"New Caledonia"	540	279.799	297.164	315.461	333.283	351.021	369.122	388.082	407.615	428.166	449.58	472.151	494.48	518.126	542.499	568.537	595.87	625.542
"Papua New Guinea"	598	8468.53	9384.378	10364.327	11358.911	12368.746	13407.428	14483.735	15573.984	16673.137	17766.942	18860.357	19943.708	21008.99	22055.883	23095.522	24106.597	25090.887
"Solomon Islands"	90	644.828	710.556	781.406	855.146	930.573	1007.945	1087.93	1169.922	1252.225	1335.73	1419.747	1502.779	1584.078	1664.085	1742.917	1819.962	1893.864
"Vanuatu"	548	294.516	326.164	360.269	395.714	432.301	470.342	510.333	551.116	592.864	634.644	676.628	718.163	758.963	799.686	840.432	879.449	917.359
"Guam"	316	180.716	191.936	202.685	212.58	221.43	229.664	237.799	245.669	253.39	260.654	268.134	275.205	283.011	290.069	296.753	303.196	309.793
"Kiribati"	296	123.069	134.057	144.62	154.626	164.829	176.174	188.208	200.454	212.007	222.7	233.474	244.564	256.382	267.802	278.646	288.43	297.101
"Micronesia (Fed. States of)"	583	109.862	117.906	126.776	135.905	143.578	151.679	160.654	170.504	180.882	189.74	196.523	203.728	211.32	218.397	225.908	233.024	239.302
"French Polynesia"	258	299.352	316.78	333.028	348.238	361.623	375.024	388.271	401.365	414.29	427.209	439.253	451.486	464.054	477.593	492.538	508.003	524.526
"Samoa"	882	201.103	209.69	219.268	229.446	240.592	251.205	261.938	273.208	284.987	297.247	309.784	322.574	335.704	347.731	359.939	371.102	382.017
"Tonga"	776	109.17	112.956	118.193	124.985	132.545	140.615	149.83	159.885	170.455	181.769	193.885	206.208	218.305	230.919	243.242	254.951	266.999
