"country_code"	"name"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
900	"WORLD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
903	"AFRICA"	-8634.116	-9303.575	-10313.174	-11305.293	-12289.065	-13290.802	-14340.349	-15429.433	-16523.235	-17612.008	-18699.63	-19792.2	-20908.082	-22067.502	-23269.655	-24476.621	-25676.138
108	"Burundi"	-543.349	-705.887	-825.866	-945.815	-1065.48	-1185.28	-1305.713	-1426.745	-1549.256	-1674.072	-1804.562	-1943.253	-2089.602	-2240.693	-2392.611	-2544.07	-2696.585
174	"Comoros"	-34.033	-38.257	-42.603	-46.943	-51.295	-55.618	-59.789	-63.597	-66.96	-69.855	-72.281	-74.378	-76.309	-78.034	-79.498	-80.839	-82.195
262	"Djibouti"	-167.223	-152.89	-159.84	-167.186	-175.093	-182.893	-189.791	-195.101	-198.866	-201.788	-204.533	-206.918	-208.528	-209.118	-208.709	-207.788	-206.953
232	"Eritrea"	-410.988	-414.521	-451.667	-489.964	-531.118	-575.727	-622.32	-668.559	-712.289	-750.429	-783.505	-813.495	-842.508	-871.545	-902.23	-934.405	-965.501
231	"Ethiopia"	-3227.672	-3849.662	-4329.527	-4809.687	-5279.959	-5733.737	-6176.412	-6613.358	-7042.317	-7442.669	-7778.02	-8031.783	-8237.36	-8411.372	-8580.591	-8770.822	-8973.846
404	"Kenya"	-412.801	-504.506	-583.914	-663.142	-740.752	-813.78	-882.056	-947.629	-1013.776	-1081.2	-1147.603	-1209.978	-1265.268	-1311.972	-1350.011	-1380.787	-1407.193
450	"Madagascar"	-146.758	-207.397	-267.223	-327.573	-388.839	-451.62	-516.013	-581.96	-650.037	-721.37	-797.601	-878.812	-964.296	-1052.453	-1140.16	-1226.531	-1312.766
454	"Malawi"	-1294.332	-1510.172	-1760.892	-2023.01	-2306.318	-2611.789	-2932.805	-3257.283	-3579.612	-3897.989	-4222.219	-4565.213	-4919.051	-5270.695	-5606.756	-5916.481	-6201.782
