"country"	"country_code"	"age"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"Ghana"	288	"20-24"	1331.49	1464.999	1640.778	1863.481	1919.719	1967.77	2045.688	2128.696	2223.468	2310.606	2356.184	2377.036	2366.082	2390.398	2376.56	2373.506	2376.288
"Ghana"	288	"25-29"	1231.327	1300.469	1433.683	1606.927	1826.718	1891.527	1933.107	2008.718	2105.251	2177.048	2274.381	2319.439	2322.497	2339.205	2342.546	2336.177	2334.214
"Ghana"	288	"30-34"	1107.715	1200.338	1269.997	1402.623	1570.621	1789.677	1842.295	1901.321	1964.856	2062.567	2140.332	2249.927	2276.47	2292.971	2276.776	2303.627	2316.051
"Ghana"	288	"35-39"	1003.515	1079.804	1173.64	1242.558	1368.217	1537.747	1750.972	1814.265	1865.413	1930.525	2019.101	2111.453	2213.656	2257.542	2259.034	2269.172	2274.431
"Ghana"	288	"40-44"	849.939	977.892	1054.759	1144.437	1214.362	1340.17	1505.369	1718.105	1777.636	1828.402	1904.421	1996.269	2070.741	2185.961	2216.926	2216.206	2229.1
"Ghana"	288	"45-49"	694.034	825.069	950.739	1026.006	1118.15	1184.398	1304.472	1472.567	1684.461	1740.98	1794.167	1869.893	1959.418	2049.184	2150.559	2173.665	2187.907
"Ghana"	288	"50-54"	564.666	668.88	797.34	919.524	993.948	1083.706	1150.476	1268.508	1433.289	1638.229	1697.707	1749.312	1827.957	1917.886	2000.491	2099.396	2130.961
"Ghana"	288	"55-59"	437.503	536.489	637.496	760.649	879.971	951.929	1039.837	1102.859	1223.169	1382.087	1585.747	1642.298	1690.516	1764.74	1862.849	1938.238	2031.29
"Ghana"	288	"60-64"	344.826	405.067	498.568	594.268	711.015	823.943	893.669	977.4	1037.847	1154.149	1311.132	1505.084	1556.123	1609.097	1686.244	1782.127	1858.394
"Ghana"	288	"65-69"	239.293	304.049	358.974	443.52	530.563	637.06	741.235	807.389	886.166	948.098	1054.552	1201.542	1384.515	1435.249	1492.386	1563.374	1648.536
"Ghana"	288	"70-74"	164.284	193.201	247.094	293.579	365.18	439.694	530.629	621.284	678.676	750.052	807.061	905.704	1035.608	1200.115	1255.285	1314.021	1374.461
"Ghana"	288	"75-79"	90.594	113.132	134.383	173.768	209.306	262.464	318.502	388.656	458.863	505.652	564.71	610.59	690.577	799.572	937.437	985.082	1038.281
"Ghana"	288	"80-84"	49.298	47.837	60.665	73.09	96.459	117.395	149.654	183.808	227.852	272.298	305.44	344.057	377.996	435.171	509.292	605.721	643.996
"Ghana"	288	"85-89"	18.324	17.405	17.305	22.349	27.653	36.951	45.902	59.732	74.826	93.914	114.041	130.234	150.824	168.241	197.251	235.788	283.068
"Ghana"	288	"90-94"	3.99	3.787	3.691	3.753	5.012	6.272	8.604	10.977	14.544	18.562	23.906	29.596	34.871	40.963	46.692	55.653	68.661
"Ghana"	288	"95-99"	0.355	0.439	0.428	0.429	0.448	0.608	0.779	1.095	1.426	1.928	2.517	3.306	4.249	5.102	6.128	7.199	8.689
"Ghana"	288	"100+"	0.01	0.022	0.027	0.027	0.028	0.029	0.04	0.052	0.074	0.097	0.134	0.178	0.238	0.31	0.377	0.463	0.554
"Guinea"	324	"0-4"	1090.774	1164.066	1228.832	1287.015	1331.937	1383.429	1425.632	1453.933	1487.707	1513.388	1505.308	1504.443	1493.022	1490.412	1478.683	1468.166	1416.37
"Guinea"	324	"5-9"	985.721	1059.157	1132.594	1206.838	1266.134	1315.224	1354.794	1408.981	1437.983	1461.784	1491.256	1476.798	1500.105	1481.655	1463.986	1468.616	1441.396
"Guinea"	324	"10-14"	867.275	969.34	1041.483	1125.755	1194.385	1257.64	1303.637	1353.051	1392.554	1409.588	1444.997	1482.817	1470.772	1491.637	1467.827	1472.723	1461.876
"Guinea"	324	"15-19"	758.21	852.296	953.207	1036.145	1108.014	1186.453	1239.837	1292.439	1354.061	1378.286	1406.142	1437.145	1462.187	1464.269	1479.369	1460.725	1477.169
"Guinea"	324	"20-24"	657.366	742.5	837.046	947.134	1019.041	1099.976	1159.2	1232.507	1276.487	1332.936	1379.933	1403.65	1414.307	1433.082	1452.961	1471.474	1459.773
"Guinea"	324	"25-29"	560.033	641.497	728.007	827.98	930.456	1008.157	1080.476	1146.711	1213.693	1268.819	1308.914	1347.159	1373.073	1408.948	1421.304	1454.869	1455.398
"Guinea"	324	"30-34"	469.569	545.609	627.656	717.983	812.76	917.779	983.548	1067.539	1131.276	1206.367	1245.288	1293.287	1322.971	1346.172	1393.511	1411.701	1421.77
"Guinea"	324	"35-39"	389.098	456.919	533.012	617.298	703.706	802.695	896.597	977.275	1049.38	1119.644	1173.462	1221.253	1276.075	1303.903	1353.304	1381.492	1405.602
"Guinea"	324	"40-44"	318.117	377.379	444.653	523.188	603.545	692.673	781.291	885.857	955.387	1038.686	1090.862	1162.2	1216.329	1258.249	1285.13	1338.865	1373.214
"Guinea"	324	"45-49"	258.337	307.476	366.261	434.968	509.986	592.262	673.526	770.854	864.965	941.752	1017.234	1076.826	1143.135	1190.317	1245.352	1281.751	1332.074
"Guinea"	324	"50-54"	212.712	247.497	295.462	355.542	420.315	496.757	570.231	659.864	745.854	848.654	920.574	992.711	1057.236	1134.228	1173.065	1229.525	1264.39
"Guinea"	324	"55-59"	180.631	200.708	235.03	283.523	339.921	405.031	472.355	555.455	633.534	725.524	826.891	899.931	968.852	1036.602	1103.065	1147.484	1201.784
"Guinea"	324	"60-64"	149.461	166.004	185.418	219.694	264.869	320.608	379.344	453.566	527.992	606.769	698.673	789.854	863.906	937.099	1001.515	1073.552	1111.442
"Guinea"	324	"65-69"	115.906	130.466	146.791	166.359	198.516	240.896	291.006	351.415	420.809	496.163	572.585	654.649	747.227	817.571	888.865	954.556	1017.289
"Guinea"	324	"70-74"	69.213	92.689	106.276	121.507	139.682	168.456	205.872	255.789	310.664	372.736	439.249	514.583	594.067	684.442	747.983	811.483	885.766
"Guinea"	324	"75-79"	41.275	47.077	64.844	76.322	88.96	104.525	127.497	159.706	201.938	248.795	303.645	364.461	426.078	500.238	580.436	644.758	707.66
"Guinea"	324	"80-84"	18.129	21.571	25.51	36.317	44.107	53.137	63.785	80.126	103.708	132.517	168.679	211.885	258.699	312.94	374.224	442.461	494.256
"Guinea"	324	"85-89"	5.113	6.312	7.834	9.688	14.58	18.435	23.118	28.933	37.566	50.433	66.51	87.513	110.591	140.513	171.041	209.739	261.181
"Guinea"	324	"90-94"	0.812	1.024	1.343	1.773	2.327	3.647	4.802	6.29	8.272	11.248	15.396	21.076	28.614	38.217	50.538	64.1	83.411
"Guinea"	324	"95-99"	0.069	0.089	0.119	0.165	0.231	0.317	0.521	0.716	1.002	1.329	1.855	2.751	3.97	5.571	7.813	10.697	14.441
"Guinea"	324	"100+"	0.003	0.004	0.006	0.008	0.012	0.017	0.024	0.041	0.058	0.084	0.114	0.166	0.256	0.385	0.579	0.805	1.193
"Guinea-Bissau"	624	"0-4"	152.254	158.786	163.851	169.205	174.435	179.518	181.874	183.841	181.498	182.068	179.238	177.931	176.16	172.265	166.579	160.971	156.595
"Guinea-Bissau"	624	"5-9"	136.909	145.232	151.868	156.933	162.264	168.168	172.698	174.993	177.841	175.032	176.417	173.779	171.536	171.704	167.379	161.171	156.964
"Guinea-Bissau"	624	"10-14"	120.49	133.413	141.756	148.569	153.082	158.653	164.54	168.72	171.312	173.629	172.034	172.262	169.406	167.572	167.245	164.865	156.438
"Guinea-Bissau"	624	"15-19"	106.313	117.92	130.385	138.927	145.271	150.053	155.371	161.767	165.314	168.109	169.434	168.934	167.864	165.735	163.524	163.528	160.385
"Guinea-Bissau"	624	"20-24"	94.299	103.835	115.007	127.284	135.424	142.36	146.442	152.04	158.069	162.048	164.75	166.376	165.508	164.018	161.588	160.078	159.68
"Guinea-Bissau"	624	"25-29"	84.05	91.71	100.927	111.991	124.091	132.079	138.649	143.122	148.599	154.067	158.687	161.236	162.429	162.146	159.764	157.824	157.077
"Guinea-Bissau"	624	"30-34"	72.907	81.489	88.866	97.922	108.88	120.621	128.73	134.913	139.658	144.531	149.951	154.986	156.93	158.941	157.122	156.515	154.482
"Guinea-Bissau"	624	"35-39"	62.427	70.507	78.805	86.043	94.947	105.456	117.335	124.749	131.326	135.934	141.17	145.958	151.07	152.636	154.721	153.236	153.384
"Guinea-Bissau"	624	"40-44"	48.889	60.258	68.056	76.122	83.201	91.867	102.467	113.599	121.183	127.641	131.889	137.477	141.73	146.699	148.802	151.049	149.283
"Guinea-Bissau"	624	"45-49"	39.464	46.955	57.89	65.391	73.246	80.032	88.794	98.805	109.713	117.272	123.297	128.143	132.908	136.945	141.326	144.045	146.175
"Guinea-Bissau"	624	"50-54"	32.033	37.591	44.731	55.23	62.596	70.058	76.913	85.221	94.929	105.853	113.08	118.899	124.066	128.519	132.776	136.289	139.561
"Guinea-Bissau"	624	"55-59"	26.4	30.026	35.255	42.053	52.09	58.991	66.427	72.731	80.736	90.294	101.213	108.324	113.581	118.468	123.052	127.654	130.948
"Guinea-Bissau"	624	"60-64"	21.841	24.043	27.418	32.309	38.71	48.079	54.719	61.649	67.708	75.476	84.879	95.051	101.651	106.977	111.44	116.254	121.166
"Guinea-Bissau"	624	"65-69"	17.891	18.864	20.866	23.919	28.352	34.136	42.611	48.619	55.124	61.205	68.383	77.144	86.631	92.689	97.683	102.44	107.431
"Guinea-Bissau"	624	"70-74"	10.78	14.051	14.934	16.658	19.281	23.049	27.989	35.197	40.585	46.325	51.571	58.069	65.806	74.08	79.865	85.369	89.726
"Guinea-Bissau"	624	"75-79"	6.299	7.158	9.472	10.188	11.509	13.436	16.304	19.994	25.505	29.721	34.261	38.531	43.744	50.289	57.477	62.784	67.076
"Guinea-Bissau"	624	"80-84"	2.504	3.186	3.695	4.995	5.472	6.269	7.48	9.176	11.457	14.835	17.576	20.526	23.381	27.037	31.703	36.742	40.451
"Guinea-Bissau"	624	"85-89"	0.753	0.857	1.118	1.334	1.845	2.075	2.44	2.965	3.709	4.746	6.242	7.552	8.941	10.389	12.172	14.526	17.041
"Guinea-Bissau"	624	"90-94"	0.131	0.152	0.178	0.242	0.298	0.425	0.496	0.594	0.745	0.977	1.259	1.701	2.077	2.514	3.01	3.614	4.325
"Guinea-Bissau"	624	"95-99"	0.012	0.013	0.016	0.019	0.026	0.033	0.049	0.058	0.072	0.092	0.123	0.164	0.227	0.289	0.357	0.433	0.53
"Guinea-Bissau"	624	"100+"	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.003	0.003	0.004	0.005	0.006	0.008	0.012	0.014	0.018	0.022
"Liberia"	430	"0-4"	366.295	395.939	424.183	450.614	463.895	487.867	497.86	511.133	530.846	535.008	540.735	546.733	549.663	544.212	550.901	553.404	556.081
"Liberia"	430	"5-9"	334.246	358.182	389.6	414.592	438.163	461.57	478.815	488.001	508.534	524.224	534.957	542.815	541.723	538.682	549.207	553.683	554.451
"Liberia"	430	"10-14"	307.084	327.688	354.286	385.312	412.749	440.085	456.555	475.689	494.469	509.956	526.343	535.809	527.812	531.908	535.289	540.736	562.887
"Liberia"	430	"15-19"	274.059	302.094	324.992	352.069	379.86	409.143	438.735	457.378	478.003	492.58	506.081	520.639	530.735	531.94	530.106	538.33	548.397
"Liberia"	430	"20-24"	230.942	268.733	299.558	321.029	347.242	373.818	406.487	430.589	452.014	474.077	487.27	494.485	513.108	521.619	526.414	531.584	538.513
"Liberia"	430	"25-29"	188.938	225.666	266.269	294.545	316.857	344.031	368.519	401.973	430.242	452.182	469.147	474.999	491.035	502.344	515.822	527.967	533.264
"Liberia"	430	"30-34"	166.683	184.268	222.988	261.043	289.973	315.199	340.583	364.235	399.124	426.239	448.069	462.481	474.719	483.03	497.498	524.556	526.801
"Liberia"	430	"35-39"	146.048	162.373	181.518	218.556	256.439	288.025	312.807	334.947	361.828	396.798	420.576	436.854	454.362	466.273	481.136	496.773	514.588
"Liberia"	430	"40-44"	121.681	141.99	159.212	177.784	214.898	254.571	286.559	307.547	331.325	361.547	390.992	410.717	431.367	449.596	460.384	476.347	492.613
"Liberia"	430	"45-49"	99.833	117.749	138.633	155.917	173.612	211.665	252.493	280.536	303.568	329.695	354.353	382.898	404.929	429.826	445.349	455.513	466.476
"Liberia"	430	"50-54"	80.639	95.843	114.302	134.946	151.307	170.425	208.974	245.39	276.176	300.958	324.599	344.121	377.378	403.242	427.162	443.359	445.02
"Liberia"	430	"55-59"	65.157	76.488	91.783	110.125	129.548	147.128	166.683	203.368	240.457	272.399	294.139	316.07	341.712	367.85	402.098	419.649	431.655
"Liberia"	430	"60-64"	51.43	60.192	71.522	86.738	103.804	123.833	141.72	160.072	195.999	236.881	263.904	283.321	305.998	333.169	365.764	389.336	410.516
"Liberia"	430	"65-69"	38.156	45.512	54.071	65.352	79.273	96.638	116.314	133.232	152.163	188.035	223.394	248.702	271.376	295.802	322.841	349.637	376.317
"Liberia"	430	"70-74"	24.348	31.005	37.832	46.051	56.009	69.574	86.051	104.347	121.572	139.416	172.793	206.392	233.51	253.426	278.865	305.748	334.234
"Liberia"	430	"75-79"	15.533	17.033	22.496	28.42	35.369	44.652	56.102	70.942	88.548	103.729	119.304	147.628	180.881	207.187	226.502	250.488	279.448
"Liberia"	430	"80-84"	6.764	8.467	9.791	13.552	17.844	23.141	30.542	39.507	51.086	64.29	77.435	91.3	117.103	146.132	169.049	189.501	208.407
"Liberia"	430	"85-89"	1.892	2.534	3.369	4.147	6.14	8.463	11.572	15.947	21.407	29.483	39.311	47.938	58.192	78.642	100.935	116.816	134.956
"Liberia"	430	"90-94"	0.303	0.42	0.602	0.869	1.15	1.811	2.652	3.823	5.553	8	11.563	16.249	21.373	27.598	38.501	51.339	63.613
"Liberia"	430	"95-99"	0.024	0.036	0.053	0.083	0.129	0.184	0.313	0.486	0.753	1.194	1.801	2.7	4.047	5.624	7.869	11.312	15.97
"Liberia"	430	"100+"	0.001	0.002	0.002	0.004	0.006	0.01	0.016	0.028	0.045	0.076	0.125	0.203	0.322	0.516	0.741	1.084	1.67
"Mali"	466	"0-4"	1779.123	1932.492	2114.997	2288.514	2432.207	2553.665	2646.165	2722.229	2780.622	2818.314	2845.349	2824.845	2793.658	2768.859	2713.016	2659.764	2579.972
"Mali"	466	"5-9"	1554.453	1728.809	1889.848	2076.35	2247.326	2390.896	2509.326	2602.962	2675.253	2736.99	2794.427	2801.121	2795.665	2754.952	2743.929	2667.658	2628.766
"Mali"	466	"10-14"	1342.843	1532.386	1703.191	1860.218	2050.235	2218.388	2372.427	2479.118	2578.98	2638.189	2699.352	2741.462	2775.361	2756.382	2736.245	2728.171	2627.887
"Mali"	466	"15-19"	1088.42	1310.736	1498.139	1667.152	1821.416	2003.563	2176.246	2329.49	2434.919	2530.561	2594.78	2658.33	2667.183	2736.256	2695.544	2680.315	2670.154
"Mali"	466	"20-24"	867.717	1041.887	1262.929	1449.211	1610.501	1770.819	1944.955	2112.352	2254.409	2369.018	2471.901	2555.81	2579.183	2626.406	2655.448	2615.777	2591.794
"Mali"	466	"25-29"	702.082	822.056	993.565	1209.69	1393.304	1558.546	1706.114	1877.957	2042.997	2174.368	2290.764	2381.564	2455.331	2516.344	2564.481	2542.762	2535.756
"Mali"	466	"30-34"	576.03	667.451	780.694	950.317	1163.807	1340.112	1506.683	1653.479	1817.132	1977.993	2101.413	2218.484	2318.23	2385.546	2425.944	2472.381	2462.581
"Mali"	466	"35-39"	493.427	549.073	635.555	750.094	911.335	1122.482	1304.429	1460.296	1600.58	1760.492	1920.543	2046.019	2166.513	2260.428	2313.219	2367.179	2394.423
"Mali"	466	"40-44"	415.003	472.759	524.883	612.573	723.549	882.52	1093.024	1268.514	1423.484	1562.903	1722.79	1889.853	2002.464	2129.166	2217.594	2259.142	2325.541
"Mali"	466	"45-49"	335.528	397.32	453.546	506.484	589.675	700.35	856.258	1066.032	1241.973	1394.466	1532.566	1692.75	1851.747	1971.359	2088.708	2171.868	2216.114
"Mali"	466	"50-54"	255.38	320.061	380.04	435.908	487.341	570.877	677.665	834.314	1038.813	1215.513	1364.774	1500.676	1657.283	1813.886	1938.601	2047.389	2131.176
"Mali"	466	"55-59"	194.23	239.79	302.83	361.307	415.972	467.309	548.561	652.817	806.954	1008.31	1180.475	1328.411	1459.709	1622.594	1775.097	1893.186	2009.238
"Mali"	466	"60-64"	154.609	178.143	221.538	281.855	338.602	392.611	442.077	521.154	622.428	773.093	970.169	1136.8	1285.761	1420.55	1576.556	1723.88	1845.159
"Mali"	466	"65-69"	123.328	134.635	157.347	197.799	254.686	307.787	359.438	408.992	486.443	584.936	725.897	912.522	1077.541	1220.275	1357.981	1508.086	1658.303
"Mali"	466	"70-74"	80.803	98.874	109.565	130.496	166.94	218.087	267.501	316.526	361.876	433.566	525.308	661.092	837.796	989.559	1124.254	1255.225	1403.843
"Mali"	466	"75-79"	51.487	55.122	69.65	79.382	97.094	126.923	169.078	210.995	254.409	294.383	358.472	444.209	561.223	720.544	859.458	993.033	1113.962
"Mali"	466	"80-84"	21.044	27.103	30.265	40.027	47.66	60.115	81.531	111.531	143.352	176.049	209.725	258.498	321.878	420.457	549.186	668.161	788.427
"Mali"	466	"85-89"	6.15	7.496	10.258	12.173	17.05	21.29	28.074	39.375	55.69	74.101	93.479	114.82	148.428	190.577	256.622	338.367	422.921
"Mali"	466	"90-94"	1.041	1.282	1.691	2.51	3.204	4.775	6.313	8.778	12.878	19.163	26.36	34.929	45.468	60.2	81.234	109.76	153.117
"Mali"	466	"95-99"	0.093	0.12	0.162	0.234	0.377	0.518	0.826	1.157	1.71	2.633	4.072	5.893	8.345	11.302	15.745	21.943	31.618
"Mali"	466	"100+"	0.005	0.006	0.008	0.012	0.019	0.032	0.046	0.079	0.118	0.181	0.286	0.469	0.732	1.072	1.518	2.201	3.289
"Mauritania"	478	"0-4"	315.905	335.609	356.343	376.444	394.933	411.463	424.728	438.405	450.66	452.348	460.446	468.214	470.608	464.609	464.281	454.379	451.675
"Mauritania"	478	"5-9"	290.008	310.855	330.471	351.047	370.749	390.038	406.304	421.52	434.24	446.336	447.221	456.843	464.381	467.105	459.769	458.545	451.34
"Mauritania"	478	"10-14"	264.673	287.428	308.533	327.666	348.107	368.044	387.092	403.623	419.28	432.366	443.578	443.154	454.739	460.726	465.957	456.211	456.372
"Mauritania"	478	"15-19"	235.839	261.867	284.505	305.602	325.121	345.47	365.045	384.457	398.944	414.056	428.414	440.953	441.171	451.31	457.779	460.577	453.257
"Mauritania"	478	"20-24"	206	232.038	257.626	280.143	300.313	320.716	340.676	359.514	379.793	392.229	408.317	422.333	432.989	435.493	448.873	453.617	448.404
"Mauritania"	478	"25-29"	177.272	201.829	227.465	252.932	274.93	295.635	314.79	335.091	354.27	372.508	387.127	401.699	413.908	425.039	430.095	440.689	446.682
"Mauritania"	478	"30-34"	153.213	173.568	197.587	223.203	247.878	270.349	290.758	308.857	330.824	350.002	366.826	382.279	393.761	407.86	418.579	423.967	435.89
"Mauritania"	478	"35-39"	132.81	150.016	169.83	193.806	218.737	243.692	265.356	286.187	304.775	326	345.109	362.017	375.997	389.888	401.688	414.509	419.016
"Mauritania"	478	"40-44"	115.496	129.891	146.728	166.475	189.867	214.601	238.852	260.977	281.525	300.038	320.688	340.124	356.982	372.154	384.822	397.435	408.546
"Mauritania"	478	"45-49"	97.421	112.661	126.716	143.336	162.632	185.896	210.161	234.16	256.287	277.06	295.065	316.297	335.419	351.268	365.889	379.496	391.484
"Mauritania"	478	"50-54"	79.639	94.429	109.298	123.075	139.331	158.259	181.072	204.866	228.852	250.44	270.756	289.195	309.71	329.764	344.966	360.424	372.519
"Mauritania"	478	"55-59"	64.011	76.296	90.567	105.008	118.432	134.294	152.855	175.002	198.452	221.885	242.806	263.203	281.523	302.092	321.51	336.371	352.017
"Mauritania"	478	"60-64"	49.848	60.033	71.732	85.317	99.125	112.085	127.264	144.995	166.514	189.072	211.496	232.424	252.408	270.608	290.089	309.439	324.278
"Mauritania"	478	"65-69"	35.598	44.869	54.243	65.002	77.606	90.493	102.557	116.864	133.352	153.278	175.089	196.599	216.256	235.837	254.152	272.79	291.467
"Mauritania"	478	"70-74"	25.499	29.626	37.542	45.609	54.966	66.026	77.36	88.055	100.839	115.935	133.721	153.114	172.7	191.093	209.085	225.767	244.425
"Mauritania"	478	"75-79"	15.646	18.344	21.489	27.457	33.695	40.938	49.51	58.459	67.087	77.544	89.861	104.279	120.326	136.743	152.48	168	183.177
"Mauritania"	478	"80-84"	7.425	8.736	10.36	12.283	15.888	19.732	24.265	29.681	35.523	41.271	48.108	56.207	66.427	77.594	89.282	100.916	112.069
"Mauritania"	478	"85-89"	2.311	2.785	3.328	4.012	4.826	6.373	8.03	10.007	12.457	15.133	17.902	21.241	25.147	30.083	35.685	41.859	47.995
"Mauritania"	478	"90-94"	0.407	0.5	0.613	0.749	0.919	1.131	1.516	1.945	2.47	3.143	3.906	4.699	5.677	6.827	8.395	10.187	12.231
"Mauritania"	478	"95-99"	0.038	0.047	0.059	0.074	0.092	0.116	0.145	0.197	0.258	0.336	0.437	0.556	0.681	0.828	1.034	1.288	1.612
"Mauritania"	478	"100+"	0.002	0.002	0.003	0.004	0.005	0.006	0.008	0.01	0.014	0.019	0.025	0.033	0.041	0.052	0.064	0.081	0.105
"Niger"	562	"0-4"	2470.832	2949.798	3460.678	4030.09	4635.03	5189.768	5764.634	6235.359	6694.68	7120.365	7470.428	7869.077	8168.841	8299.492	8376.14	8459.179	8513.815
"Niger"	562	"5-9"	1985.336	2432.783	2923.309	3439.019	4004.472	4616.322	5177.855	5744.193	6197.973	6683.681	7104.813	7442.905	7831.63	8172.73	8210.783	8339.084	8415.938
"Niger"	562	"10-14"	1590.755	1974.871	2424.977	2915.157	3433.821	3998.956	4606.33	5164.866	5735.89	6180.304	6678.831	7100.665	7435.425	7820.526	8131.655	8214.781	8313.363
"Niger"	562	"15-19"	1267.267	1577.601	1962.247	2412.402	2899.583	3413.339	3986.564	4572.812	5147.504	5704.943	6153.589	6624.466	7111.803	7400.254	7830.989	8091.595	8221.044
"Niger"	562	"20-24"	1005.023	1248.938	1557.499	1940.278	2388.015	2870.81	3393.782	3956.091	4532.22	5098.089	5625.33	6091.809	6635.866	7039.111	7350.159	7771.843	7958.948
"Niger"	562	"25-29"	781.888	986.279	1228.474	1535.54	1915.162	2357.148	2837.844	3350.306	3906.864	4476.216	5055.862	5589.084	6085.114	6528.573	6901.033	7226.333	7654.263
"Niger"	562	"30-34"	621.421	765.787	970.247	1210.184	1515.073	1891.922	2328.492	2798.871	3319.607	3858.877	4422.887	4975.118	5511.413	5968.933	6441.826	6876.316	7143.78
"Niger"	562	"35-39"	513.998	608.477	753.798	954.681	1195.161	1496.82	1875.975	2303.235	2769.72	3281.273	3813.903	4372.542	4918.359	5442.625	5921.257	6419.628	6769.86
"Niger"	562	"40-44"	433.196	503.02	598.268	741.183	943.571	1181.113	1481.755	1857.525	2281.35	2741.976	3246.969	3768.067	4347.481	4882.772	5414.72	5884.802	6352.214
"Niger"	562	"45-49"	355.296	423.15	493.437	587.451	731.273	930.548	1167.975	1469.219	1841.46	2263.081	2715.494	3217.899	3746.984	4308.213	4862.729	5364.436	5842.183
"Niger"	562	"50-54"	289.664	345.172	413.304	483.107	578.133	720.32	919.919	1154.856	1454.964	1823.553	2245.635	2691.92	3187.741	3724.879	4288.647	4823.581	5311.223
"Niger"	562	"55-59"	238.837	278.688	334.572	402.795	474.047	568.142	709.54	907.715	1141.172	1438.533	1808.328	2227.676	2674.451	3167.845	3699.427	4269.684	4790.39
"Niger"	562	"60-64"	183.243	225.623	266.295	322.58	391.611	462.888	557.649	698.757	894.77	1125.045	1424.654	1790.804	2208.823	2650.506	3130.547	3663.939	4242.083
"Niger"	562	"65-69"	133.704	167.297	209.569	251.326	308.38	377.635	448.912	542.342	680.266	874.057	1106.775	1397.495	1764.918	2184.285	2624.365	3085.893	3635.242
"Niger"	562	"70-74"	100.417	114.036	146.716	188.785	230.916	288.499	358.022	430.968	524.088	659.332	848.405	1076.957	1366.942	1728.153	2143.159	2578.865	3020.977
"Niger"	562	"75-79"	60.398	75.364	89.628	120.315	160.346	202.891	261.09	330.547	401.642	492.822	627.641	814.655	1033.302	1311.302	1666.207	2095.058	2514.312
"Niger"	562	"80-84"	25.119	36.061	48.228	61.33	87.77	122.502	162.919	216.968	282.349	352.553	444.473	567.894	748.819	963.08	1233.182	1572.966	1975.353
"Niger"	562	"85-89"	6.907	10.446	16.56	24.447	34.123	51.909	78.59	111.129	155.033	211.663	273.159	352.149	468.221	623.528	811.938	1060.469	1375.853
"Niger"	562	"90-94"	1.062	1.72	2.953	5.323	8.933	13.739	23.179	39.033	58.985	88.079	124.748	168.132	223.384	309.209	430.381	580.628	776.672
"Niger"	562	"95-99"	0.087	0.145	0.272	0.543	1.144	2.155	3.769	7.288	13.314	22.131	34.921	52.404	74.12	104.979	151.934	217.035	303.358
"Niger"	562	"100+"	0.004	0.006	0.012	0.026	0.059	0.139	0.3	0.599	1.277	2.613	4.597	7.81	12.014	18.385	27.649	42.096	63.559
"Nigeria"	566	"0-4"	16303.936	17538.144	19011.206	20354.249	21585.286	22631.33	23456.71	23889.182	24378.352	24800.914	25541.393	25796.049	25602.132	25672.512	25240.051	24648.867	24110.43
"Nigeria"	566	"5-9"	14503.335	15636.825	16887.614	18370.776	19715.361	20978.539	22070.336	22795.89	23320.893	23792.003	24177.382	25009.74	25369.043	25189.264	25246.57	24888.796	24303.543
"Nigeria"	566	"10-14"	12615.589	14180.906	15316.983	16590.357	18096.611	19426.21	20654.016	21733.538	22425.063	22975.168	23554.344	24052.38	24681.663	25105.296	24867.204	25022.436	24523.268
"Nigeria"	566	"15-19"	10761.586	12377.641	13923.598	15067.955	16332.998	17770.074	19147.78	20413.973	21468.701	22115.011	22640.85	23391.848	23764.253	24486.839	24899.776	24883.716	24710.378
"Nigeria"	566	"20-24"	8940.498	10512.351	12098.711	13635.051	14789.251	16073.191	17443.029	18829.794	20092.141	21044.888	21795.81	22375.9	22992.923	23564.778	24130.978	24549.879	24575.671
"Nigeria"	566	"25-29"	7478.094	8674.217	10210.174	11793.579	13307.515	14443.291	15706.898	17080.757	18482.628	19690.923	20758.892	21329.764	21926.189	22700.451	23129.011	23904.301	24172.274
"Nigeria"	566	"30-34"	6441.075	7224.276	8396.425	9916.885	11459.302	12973.163	14098.662	15323.895	16709.055	18105.047	19221.443	20294.391	21025.968	21634.714	22211.192	22788.144	23493.501
"Nigeria"	566	"35-39"	5584.397	6214.151	6984.122	8132.281	9613.047	11146.624	12630.912	13766.812	14980.201	16303.081	17713.465	18822.481	19786.383	20653.141	21238.296	21781.381	22338.208
"Nigeria"	566	"40-44"	4677.362	5374.372	5990.432	6749.309	7871.015	9322.547	10823.616	12291.38	13412.788	14603.982	15896.32	17258.289	18382.808	19401.85	20140.915	20692.845	21331.849
"Nigeria"	566	"45-49"	3768.797	4480.951	5161.926	5764.854	6502.782	7598.942	9026.323	10490.515	11946.421	13043.399	14208.935	15478.862	16823.374	17943.495	18929.477	19639.84	20186.985
"Nigeria"	566	"50-54"	2992.866	3577.259	4263.637	4919.157	5503.845	6224.192	7287.259	8673.038	10113.856	11515.962	12578.662	13756.716	15019.339	16244.408	17474.76	18425.797	19072.817
"Nigeria"	566	"55-59"	2421.477	2785.15	3338.634	3990.197	4616.727	5184.16	5877.407	6896.804	8222.523	9604.169	10952.909	11986.608	13115.795	14408.27	15578.707	16731.446	17714.85
"Nigeria"	566	"60-64"	1888.322	2171.031	2507.601	3017.73	3621.821	4213.139	4749.316	5402.797	6363.207	7599.616	8880.639	10176.186	11159.338	12239.876	13456	14584.187	15715.66
