"name"	"country_code"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"WORLD"	900	3641738.973	3860412.731	4074147.363	4278334.16	4471038.551	4660873.073	4842094.724	5015515.287	5182796.384	5347810.542	5498137.871	5645250.915	5798018.433	5962199.037	6100158.647	6247202.758	6394385.705	6547287.809
"AFRICA"	903	592721.705	673402.062	759792.336	853303.229	954094.468	1062117.362	1177849.888	1301383.221	1428673.066	1558169.415	1695591.607	1836745.866	1990333.044	2132267.573	2290255.252	2434239.788	2590563.989	2748999.969
"Burundi"	108	5654.689	6955.289	8413.404	10121.234	12028.47	14333.255	16737.151	19364.343	22388.533	25805.174	30535.883	34916.18	39411.6	45086.676	51170.192	57166.072	65918.172	71084.792
"Comoros"	174	390.774	458.495	525.546	598.888	681.905	758.02	853.41	949.815	1044.345	1155.248	1273.613	1377.334	1509.683	1639.754	1736.222	1853.587	1933.632	2059.518
"Djibouti"	262	442.019	604.356	750.307	854.345	992.773	1124.938	1221.869	1322.83	1418.467	1599.735	1739.258	1857.112	1979.681	2090.407	2269.277	2424.369	2564.463	2667.745
"Eritrea"	232	2608.948	3155.552	3736.024	4359.284	5019.054	5774.445	6615.942	7400.951	8217.928	9123.746	10107.963	11417.459	12472.857	13590.846	15051.075	16476.378	17678.88	19053.373
"Ethiopia"	231	49783.139	58269.858	67468.43	77163.291	88284.939	99778.86	111586.5	125296.101	139382.709	152385.07	168120.15	181306.947	193576.688	207579.686	227098.699	241649.81	253139.098	268207.647
"Kenya"	404	23033.365	26479.977	30095.521	34106.318	38264.66	42712.844	47284.748	52315.198	57213.014	62677.567	68211.28	73532.143	79532.56	84981.32	91352.523	97294.219	103363.276	109776.61
"Madagascar"	450	12152.929	14216.157	16523.459	19169.444	22184.856	25501.579	29203.433	33562.161	38333.231	43396.621	48695.854	54435.165	60724.54	67948.713	75826.273	83662.834	91315.897	100731.031
"Malawi"	454	8622.171	10853.061	13114.111	15723.47	18738.467	22183.563	26236.514	30456.151	34956.866	39660.121	44602.157	50226.063	55740.22	62517.416	69157.026	76040.24	84586.475	91542.039
"Mauritius"	480	644.371	671.912	699.071	722.604	744.42	760.661	769.24	772.059	773.849	784.573	784.164	791.366	788.203	776.556	772.956	774.979	770.159	759.447
"Mayotte"	175	122.137	150.061	180.037	217.493	260.602	314.346	376.064	432.11	497.396	569.114	650.522	724.241	789.649	883.374	940.903	1022.456	1092.057	1187.655
"Mozambique"	508	14311.663	16826.025	19682.232	22854.886	26495.649	30630.51	35123.854	40242.188	46098.296	51958.664	58747.979	66334.557	74408.138	82846.617	92716.988	101388.576	109969.43	120261.32
"Reunion"	638	444.386	484.648	520.045	557.25	597.112	640.075	681.352	725.258	769.757	822.685	862.093	891.526	927.689	983.935	1044.696	1090.028	1170.472	1228.047
"Rwanda"	646	6050.1	7501.357	8982.256	10553.764	12048.577	13381.977	14948.258	16986.078	18439.611	20484.055	22147.653	24001.99	25623.489	27596.256	29577.837	31164.738	32502.803	34187.278
"Seychelles"	690	47.605	51.632	55.079	58.914	62.31	65.582	69.481	73.284	77.151	79.36	82.993	86.772	91.067	93.956	95.3	95.375	97.681	100.291
"Somalia"	706	5419.167	7934.451	10121.752	12571.783	15362.504	18042.856	21397.126	24708.272	29621.022	35289.959	40248.213	45053.778	51245.616	56930.111	64836.244	70800.224	80127.636	88642.595
"South Sudan"	728	6160.58	8228.963	10462.561	12713.396	15061.173	17790.459	21256.834	24970.288	28782.023	32265.654	38335.832	42852.13	48794.93	54570.185	61857.516	68147.586	72941.998	78790.369
"Uganda"	800	19525.205	23512.739	28027.618	32965.472	38605.754	44998.835	52322.561	59947.072	69052.638	78912.8	88703.026	99970.445	111822.903	124194.261	140014.994	154304.359	169511.133	184551.53
"United Republic of Tanzania"	834	26896.189	32058.196	38046.83	44912.994	53372.223	63038.594	74149.95	86636.55	100345.929	115579.91	132215.402	151508.012	171336.29	193055.23	218395.039	246447.413	274047.713	305571.37
"Zambia"	894	8118.12	9557.179	11166.921	13005.58	15124.039	17509.511	20165.689	23092.107	26257.521	29910.582	33868.696	38313.537	43111.713	48479.099	54028.422	60311.308	66948.653	73302.203
"Zimbabwe"	716	7915.194	9026.32	10097.628	11284.639	12453.026	13782.943	15185.529	16629.793	18239.053	19834.806	21218.562	22656.117	24179.444	25827.817	27545.814	28923.062	30574.807	32425.305
"Angola"	24	12605.782	15248.932	18328.117	21657.328	25436.798	30081.023	34909.032	40796.067	46777.149	54340.845	61176.028	70049.489	79601.421	89454.048	101238.068	113360.771	124835.711	138406.358
"Cameroon"	120	11671.895	13319.913	15114.25	17069.353	19159.848	21391.819	23882.833	26343.949	28896.085	31689.505	34313.773	37245.575	40172.613	42967.463	45914.357	48925.899	52285.876	55821.941
"Central African Republic"	140	2484.856	2786.738	3095.255	3404.654	3700.025	3999.997	4309.273	4630.981	4940.335	5275.375	5532.151	5818.557	6023.354	6221.743	6426.863	6651.172	6782.726	6900.842
"Chad"	148	7009.901	8457.929	10085.652	12007.653	14158.167	16564.258	19550.418	22828.63	26156.711	30130.033	34433.349	39083.639	43811.386	49861.103	56298.049	62296.294	68563.756	76472.877
"Congo"	178	2309.21	2689.325	3106.021	3571.455	4099.396	4675.418	5294.564	5942.725	6716.184	7462.168	8315.137	9249.843	10304.782	11446.2	12578.043	13709.604	14973.657	16385.923
"Democratic Republic of the Congo"	180	38733.679	46666.306	55826.65	65907.385	78004.824	91230.629	106487.582	122657.652	143013.945	165622.995	188329.375	212443.409	240013.932	269777.027	301362.282	339552.872	372076.557	418198.94
"Equatorial Guinea"	226	411.954	557.993	697.092	831.613	965.454	1099.377	1242.716	1405.454	1563.619	1772.455	1980.548	2123.97	2360.398	2574.492	2922.657	3130.344	3443.556	3677.301
"Gabon"	266	852.86	963.192	1080.012	1206.511	1344.847	1487.627	1634.861	1798.425	1952.257	2118.556	2279.684	2426.324	2575.166	2730.04	2908.609	3103.051	3265.276	3413.408
"Sao Tome and Principe"	678	95.585	115.195	136.468	163.85	194.697	230.196	270.173	307.206	346.877	379.618	422.182	447.065	498.706	551.391	614.573	695.588	770.84	803.051
"Algeria"	12	19708.915	21762.861	23577.226	25298.199	26942.084	28732.894	30473.132	32425.646	34249.032	35913.591	37437.561	38984.838	40456.022	42317.026	43692.103	45408.687	46563.504	48339.867
"Egypt"	818	45267.664	50645.576	55839.699	61392.829	67293.952	74132.797	81199.682	88553.378	96053.08	104248.815	112349.008	119917.688	128537.482	137884.902	148060.976	159733.52	169622.16	181294.614
"Libya"	434	3121.693	3358.723	3575.164	3791.951	4000.409	4244.787	4474.657	4703.265	4927.615	5133.608	5298.889	5526.483	5767.915	6114.348	6343.155	6651.749	6923.92	7016.578
"Morocco"	504	17388.247	18755.554	20008.564	21260.672	22360.157	23470.662	24653.118	25728.055	26690.041	27579.705	28539.327	29306.634	30105.432	30687.377	31099.882	31996.257	32432.315	32397.138
"Sudan"	729	20037.863	23691.906	27496.876	31673.47	35735.996	40652.61	46145.607	51616.765	56731.876	62779.412	69363.879	76679.456	83974	89856.686	97218.833	105672.978	111513.541	119174.505
"Tunisia"	788	5692.469	6191.311	6633.956	7079.184	7516.648	7952.657	8379.857	8794.732	9370.932	9721.209	10268.619	10723.863	11101.389	11509.372	11969.922	12105.868	12170.703	12537.253
"Western Sahara"	732	272.5	321.996	354.51	402.988	471.915	532.526	586.151	624.721	642.414	709.371	752.14	805.763	824.089	867.346	917.494	972.578	1027.702	1088.673
"Botswana"	72	1132.076	1271.21	1414.287	1548.435	1688.607	1825.004	1960.983	2104.923	2229.773	2352.826	2479.418	2602.449	2720.728	2866.202	2985.034	3100.831	3271.501	3432.886
"Lesotho"	426	1078.247	1171.904	1270.423	1370.453	1485.757	1601.516	1730.741	1878.671	2060.515	2223.625	2396.026	2601.202	2774.495	2960.748	3159.196	3393.827	3534.181	3615.048
"Namibia"	516	1262.042	1451.265	1638.543	1854.173	2079.946	2335.912	2595.035	2832.532	3022.997	3340.74	3574.208	3824.962	4070.567	4348.395	4593.792	4772.225	4990.316	5071.439
"South Africa"	710	27693.15	29825.284	31823.691	33834.558	35895.255	37692.562	39395.048	41253.869	42795.759	44485.105	46024.04	47717.873	49296.843	50625.29	52184.395	53852.911	54902.371	56761.813
"Swaziland"	748	650.528	709.86	772.822	831.768	890.402	955.092	1023.248	1092.31	1159.731	1228.443	1298.884	1376.339	1449.926	1516.68	1580.317	1653.948	1703.34	1756.302
"Benin"	204	5453.88	6307.557	7259.738	8311.666	9385.799	10523.122	11825.834	13223.955	14686.587	16238.952	17876.783	19648.762	21405.61	23251.375	24917.145	26895.042	29163.67	30635.048
"Burkina Faso"	854	9121.395	10655.887	12433.076	14403.604	16699.622	19282.449	22304.593	25540.884	28952.667	32987.667	37288.102	41793.572	46415.55	51624.213	57025.49	62610.525	68956.282	75152.319
"Cabo Verde"	132	263.675	308.209	356.313	401.965	457.112	516.501	581.827	635.949	686.16	744.294	809.128	838.015	904.486	912.333	978.293	1010.402	1052.178	1067.786
"Cote d'Ivoire"	384	11155.402	12963.397	15062.625	17410.597	20049.174	23116.566	27047.215	31004.308	35527.41	40553.337	45387.926	50038.679	55834.762	61398.405	66980.495	72566.543	78864.832	85120.911
"Gambia"	270	1005.393	1241.81	1485.373	1751.866	2030.937	2374.507	2745.471	3225.986	3742.956	4303.948	4968.769	5526.768	6160.198	6900.589	7779.328	8543.983	9204.438	10218.273
"Ghana"	288	13774.487	15901.639	18107.762	20310.278	22741.271	25466.428	28327.311	31334.448	34324.225	37414.848	41302.395	45166.225	48235.466	52304.818	55855.72	60363.399	64381.509	68175.892
"Guinea"	324	6286.353	7867.717	9419.618	11181.843	13279.303	15671.834	18469.714	21483.518	24832.854	28061.04	32423.476	37173.096	41530.035	46778.723	50577.478	53452.076	56696.959	59450.726
"Guinea-Bissau"	624	928.825	1064.095	1212.488	1378.761	1557.615	1769.264	1985.423	2217.329	2462.826	2736.677	3018.264	3321.274	3650.803	4019.355	4275.342	4597.374	4936.929	5424.741
"Liberia"	430	2233.643	2981.01	3853.264	4638.257	5504.285	6489.769	7370.483	8309.816	9363.17	10697.888	11829.974	13395.782	13784.632	15320.732	17026.635	17947.307	19620.73	22134.424
"Mali"	466	8715.004	10336	12265.28	14517.339	17071.62	20029.555	23452.902	27075.686	31478.666	36048.747	41280.91	47144.824	52851.611	58732.681	66308.44	72486.215	80532.766	87817.037
"Mauritania"	478	2020.783	2315.394	2645.587	3004.882	3406.609	3817.809	4290.471	4817.115	5346.602	5969.063	6610.649	7261.069	8034.517	8804.293	9515.427	10207.957	10986.299	11940.103
"Niger"	562	9869.965	12259.518	15286.442	19096.05	24014.626	30023.81	37473.594	46621.981	57545.101	70904.149	87311.465	104425.558	124979.085	149676.491	180397.133	209251.38	242330.037	279536.325
"Nigeria"	566	89413.012	103135.319	118599.159	136191.901	156022.428	178302.52	202445.118	229389.225	257903.566	292108.462	329295.294	370702.496	413947.054	463608.913	514473.834	576194.693	640540.218	706987.677
"Senegal"	686	7700.593	9094.392	10653.274	12355.182	14345.424	16604.255	19078.216	21927.672	25060.275	28128.386	31993.835	36174.91	40350.365	45125.744	50259.028	55777.891	62553.825	68449.828
"Sierra Leone"	694	3259.945	3973.511	4738.476	5431.017	6251.729	7146.227	8277.357	9018.844	10133.424	11311.527	12578.796	13864.519	14798.409	16159.276	17750.897	19330.174	20329.927	21811.263
"Togo"	768	3695.483	4440.195	5217.956	5951.092	6806.913	7669.35	8750.24	9779.059	10962.4	12168.322	13289.25	14589.965	15956.714	17342.087	19003.151	20962.987	22258.345	23651.22
"ASIA"	935	2146310.075	2264606.284	2375834.364	2477213.605	2561427.926	2639918.342	2709059.498	2769413.544	2829092.123	2871660.085	2919043.886	2960674.183	2992305.286	3020118.024	3052708.07	3084607.416	3117050.853	3135746.512
"China"	156	667071.827	686343.406	701304.462	710617.655	714479.857	715951.195	715734.306	715361.774	711472.071	703350.938	693919.614	688200.028	686707.751	679089.982	677458.007	676271.434	679357.333	679350.078
"China, Hong Kong SAR"	344	3866.342	4329.832	4683.407	5034.156	5367.67	5664.28	5917.443	6198.751	6449.006	6835.108	7055.146	7264.178	7548.053	7762.397	8095.451	7998.079	8355.144	8682.009
"China, Macao SAR"	446	304.595	377.967	437.34	486.032	526.147	554.279	563.66	565.113	568.216	567.34	565.429	560.01	554.951	556.951	559.522	556.281	548.309	548.371
"Dem. People's Republic of Korea"	408	12855.551	13342.405	13784.704	14186.356	14532.712	14840.649	15072.837	15297.116	15544.971	15772.804	15995.358	16254.82	16374.757	16750.028	17007.755	17256.997	17594.766	17842.74
"Japan"	392	65014.903	65170.026	64927.313	64320.503	63649.556	62910.267	62162.845	61469.717	60824.767	60469.671	60157.954	59615.12	59390.872	59036.813	58862.295	58990.198	59689.137	60181.03
"Mongolia"	496	1494.375	1665.705	1816.969	1972.709	2127.821	2282.833	2480.84	2691.791	2902.39	3098.463	3318.152	3634.081	3813.613	3982.923	4200.946	4452.914	4710.121	4827.789
"Republic of Korea"	410	25298.411	26459.566	27502.274	28493.51	29569.303	30468.685	30961.788	31127.942	31186.306	31373.011	31234.411	31151.507	31401.559	31378.795	31725.647	32751.537	33111.446	33450.421
"Other non-specified areas"	158	11681.169	12106.413	12478.715	12768.814	13055.833	13148.148	13168.419	13074.439	13122.199	12946.719	12740.68	12650.665	12486.919	12464.799	12277.404	12179.937	12192.906	12230.649
"Kazakhstan"	398	9113.167	10384.966	11758.073	13062.958	14852.73	16600.778	18273.299	20751.516	23148.544	25595.557	27703.103	30699.492	33318.029	34667.726	36325.503	38755.119	43105.314	46631.009
"Kyrgyzstan"	417	2999.785	3416.611	3825.285	4268.692	4760.722	5252.061	5964.243	6590.299	7348.507	8085.782	8826.795	9470.756	10230.352	11111.416	11953.038	12966.856	13862.466	14655.069
