"name"	"country_code"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"WORLD"	900	3706677.378	3899739.044	4076601.288	4236660.421	4383707.762	4515048.409	4632497.988	4733976.62	4820252.955	4899126.206	4953034.501	5002293.607	5046054.072	5080133.563	5101783.327	5115242.68	5113378.598	5115518.18
"AFRICA"	903	593452.616	666109.041	743809.791	824252.934	907318.828	994087.445	1082003.379	1168172.505	1253366.619	1336568.831	1417224.28	1489988.763	1561957.017	1627334.09	1687229.049	1741692.137	1791410.81	1835925.939
"Burundi"	108	5524.232	6160.705	6796.584	7350.983	7960.643	8602.176	9227.028	9748.975	10150.509	10561.15	10740.114	10976.167	11099.589	11291.042	11498.525	11593.283	11604.247	11319.636
"Comoros"	174	397.7	431.978	468.308	503.383	536.85	570.303	596.335	611.769	629.707	642.149	657.583	671.057	666.26	661.014	655.875	649.316	633.925	613.254
"Djibouti"	262	445.842	397.004	377.107	358.124	355.735	355.502	351.879	345.18	339.338	334.223	321.254	306.703	301.569	282.896	261.415	245.995	223.542	208.843
"Eritrea"	232	2618.843	2771.347	2963.888	3133.093	3349.883	3565.562	3709.231	3909.245	4074.719	4161.369	4233.495	4349.778	4385.697	4301.141	4221.232	4166.612	4021.587	3955.073
"Ethiopia"	231	49607.611	53926.219	58498.051	63595.406	68066.258	72581.02	76667.348	80053.052	83020.571	85484.359	87136.641	88089.489	88254.893	88334.316	87175.287	85259.088	83664.462	80982.119
"Kenya"	404	23016.937	25580.429	28087.836	30622.527	33194.479	35481.543	37526.439	39215.022	40753.302	41813.917	42729.685	43055.497	43334.179	43042.324	42518.88	41587.086	40392.882	38899.807
"Madagascar"	450	12082.461	13718.445	15487.429	17294.817	19134.275	21083.754	22985.135	24802.181	26686.218	28463.718	30148.268	31710.937	33091.127	34513.083	35450.533	36284.011	37250.24	37364.881
"Malawi"	454	8593.061	9254.596	10185.772	11257.116	12499.713	13774.061	15109.153	16374.22	17701.638	18583.913	19285.944	20542.429	21388.914	22022.75	22889.18	23169.989	23394.612	23464.053
"Mauritius"	480	628.841	618.294	602.533	581.882	554.64	525.492	494.91	462.522	432.522	401.228	374.267	341.578	310.257	280.286	253.866	230.576	207.9	188.806
"Mayotte"	175	117.878	126.552	134.104	143.047	148.189	155.608	163.566	168.361	168.658	170.388	170.652	172.814	171.262	171.007	168.086	163.114	155.768	154.947
"Mozambique"	508	13666.2	14555.644	15781.16	17218.277	18787.358	20450.082	22388.567	23814.067	24990.981	26509.998	27874.461	29129.093	29368.126	30314.032	30812.114	31036.558	30459.475	30328.689
"Reunion"	638	416.768	415.412	416.106	414.225	411.199	406.304	396.324	386.187	369.647	352.397	334.945	317.74	302.321	284.905	269.75	251.365	240.056	227.413
"Rwanda"	646	5559.566	5308.483	5431.956	5594.381	5736.97	6058.943	6292.876	6738.917	6854.641	6782.221	6766.291	6576.159	6717.534	6652.084	6612.723	6518.772	6309.564	5967.985
"Seychelles"	690	48.866	47.675	46.612	45.374	43.845	42.502	41.052	39.171	37.11	35.505	34.19	32.494	30.607	28.48	27.287	25.85	24.259	23.1
"Somalia"	706	5367.937	5141.423	5563.957	6262.89	6746.681	7296.284	7840.203	8253.125	8595.38	9056.218	9304.37	9568.314	10023.244	9868.148	9616.857	9544.141	9398.203	9420.717
"South Sudan"	728	6179.232	6532.024	6964.542	7381.883	7687.934	8179.149	8427.48	8789.692	9050.471	9261	9503.579	9588.975	9565.283	9499.65	9424.371	9406.868	9297.37	9153.01
"Uganda"	800	19507.178	22382.105	25427.373	28584.421	31627.87	34360.213	36730.77	39120.094	41275.323	43166.986	44571.091	44943.854	45623.084	45704.509	45516.645	44858.014	44088.049	42407.989
"United Republic of Tanzania"	834	26574.231	30530.907	34980.618	39880.493	45135.922	50635.075	56156.743	61777.29	67540.514	73325.83	79143.001	83781.553	88867.389	93014.739	97659.995	101496.307	104754.295	106714.124
"Zambia"	894	8093.647	9229.767	10434.59	11713.588	13004.235	14366.781	15673.47	16933.807	18121.76	19192.049	20150.329	20889.071	21510.089	22062.821	22511.078	22692.057	22809.249	22655.048
"Zimbabwe"	716	7687.557	8273.039	8791.293	9296.068	9755.275	10177.869	10554.797	10880.339	11023.847	11141.824	11070.3	10930.732	10757.988	10682.885	10293.263	10117.603	9774.404	9461.659
"Angola"	24	12416.192	14171.153	16036.826	17979.245	19844.009	21518.898	23088.427	24563.205	26327.842	27940.39	29351.009	30586.612	31246.511	31752.701	32595.871	32611.46	32586.147	32231.631
"Cameroon"	120	11672.284	12943.15	14194.848	15399.601	16525.319	17558.123	18404.151	19120.974	19793.902	20227.501	20381.009	20392.769	20381.396	20093.049	19750.059	19229.851	18653.823	18051.005
"Central African Republic"	140	2415.418	2588.503	2742.415	2869.686	2969.808	3044.971	3081.277	3102.04	3091.194	3039.088	2990.258	2871.278	2763.616	2647.706	2495.049	2343.358	2223.525	2071.512
"Chad"	148	7027.571	8023.658	9031.162	10018.101	10975.662	11860.729	12614.704	13367.336	13932.147	14457.277	14968.723	15223.383	15176.686	15087.935	14986.497	14769.26	14348.04	13946.74
"Congo"	178	2311.12	2582.207	2871.781	3172.055	3488.134	3801.068	4113.005	4403.519	4686.451	4918.904	5140.362	5322.762	5479.608	5603.503	5692.281	5737.774	5718.423	5666.442
"Democratic Republic of the Congo"	180	38533.135	43867.739	49785.558	55726.989	62093.576	68523.726	74820.08	81194.375	86965.403	91508.568	95960.936	100150.224	103702.911	106511.484	107551.986	108449.817	108134.67	108556.281
"Equatorial Guinea"	226	433.106	407.246	403.676	410.024	418.458	440.007	454.576	466.306	468.233	487.099	485.594	496.045	493.63	501.747	500.992	493.34	483.646	479.733
"Gabon"	266	872.432	952.332	1030.251	1101.659	1164.016	1229.075	1287.527	1331.289	1355.313	1375.487	1381.136	1382.185	1374.654	1358.199	1327.116	1300.309	1255.555	1203.369
"Sao Tome and Principe"	678	94.759	99.523	104.546	109.851	115.057	120.494	126.142	130.189	133.172	137.679	135.609	134.98	134.225	131.817	130.47	125.98	121.139	118.433
"Algeria"	12	19957.604	21235.772	22236.714	22977.568	23496.827	24034.819	24430.642	24804.719	24856.9	24691.962	24289.888	23722.943	23182.679	22623.193	21881.286	21119.564	20304.134	19544.897
"Egypt"	818	46240.42	49990.719	53284.684	56238.823	59210.371	61773.889	64377.587	66437.864	67475.325	68335.54	68703.037	68638.311	68141.57	67221.399	66407.07	65131.604	63810.6	62165.359
"Libya"	434	3156.745	2951.831	2737.432	2527.223	2312.228	2099.486	1915.218	1715.782	1507.947	1408.392	1409.939	1456.706	1468.366	1503.572	1531.098	1578.253	1592.136	1623.858
"Morocco"	504	16989.264	17734.263	18182.658	18364.09	18449.807	18362.706	18144.936	17842.567	17441.889	16913.785	16294.36	15477.272	14609.008	13737.991	12699.338	11723.678	10873.246	9941.1
"Sudan"	729	20197.019	21855.564	23786.955	25564.545	27330.835	29265.541	31058.385	32369.407	33547.159	34663.407	35466.305	36090.196	36365.758	36342.646	35974.626	36154.151	35404.861	34281.433
"Tunisia"	788	5561.085	5699.372	5758.596	5749.087	5675.423	5594.918	5503.213	5405.681	5280.598	5143.363	4964.237	4734.507	4496.833	4296.924	4037.527	3789.936	3573.646	3346.887
"Western Sahara"	732	300.04	268.721	270.734	273.258	274.083	276.397	274.769	278.794	273.322	276.477	278.902	282.553	278.529	277.377	280.91	283.509	286.638	283.77
"Botswana"	72	1130.409	1201.213	1256.863	1290.07	1315.147	1320.403	1320.874	1311.925	1301.563	1281.335	1235.041	1195.01	1140.094	1088.862	1044.826	983.067	932.773	852.749
"Lesotho"	426	1056.775	1097.055	1129.513	1160.608	1182.008	1197.119	1210.865	1219.305	1214.495	1204.241	1179.182	1150.994	1118.095	1071.285	1023.481	982.801	943.612	898.448
"Namibia"	516	1196.788	1257.66	1325.439	1393.946	1456.999	1515.92	1565.079	1609.527	1622.848	1637.231	1636.683	1625.769	1586.353	1546.689	1480.2	1442.357	1364.965	1299.002
"South Africa"	710	26797.256	27751.574	28669.125	29385.297	29931.127	30134.929	30043.333	29818.886	29368.234	28853.919	27936.045	26953.788	25718.84	24615.924	23383.249	22036.806	20795.612	19730.066
"Swaziland"	748	636.442	648.275	661.895	673.531	687.6	696.321	705.256	708.678	702.236	687.646	664.944	650.711	629.832	608.498	580.04	540.335	511.481	482.416
"Benin"	204	5425.949	6037.152	6667.159	7310.047	7936.897	8523.841	9098.12	9593.055	10075.678	10401.387	10702.604	10866.964	10876.939	11025.462	11072.053	10913.636	10765.088	10502.323
"Burkina Faso"	854	8984.175	10181.727	11408.747	12606.949	13765.97	14943.464	15989.448	16980.348	17831.611	18628.766	19060.426	19436.115	19559.7	19685.224	19652.956	19342.676	19054.166	18514.892
"Cabo Verde"	132	256.827	254.603	252.014	246.602	241.729	234.918	225.851	218.793	209.474	200.286	191.784	180.468	164.672	150.361	138.144	127.938	123.498	112.202
"Cote d'Ivoire"	384	11546.154	12599.224	13641.936	14613.487	15542.31	16425.073	17090.999	17719.543	18333.746	18576.389	18682.013	18760.076	19045.145	19187.167	18822.463	18156.061	17684.325	16963.371
"Gambia"	270	985.531	1080.983	1205.255	1334.27	1491.94	1637.706	1790.208	1927.74	2045.927	2164.556	2230.044	2300.495	2378.361	2420.721	2453.345	2481.797	2438.324	2397.706
"Ghana"	288	13635.406	14538.208	15494.089	16371.917	17259.973	18240.269	19153.831	19879.827	20626.79	21118.264	21432.756	21401.089	21392.315	21319.633	21091.214	20511.253	19944.341	19502.232
"Guinea"	324	6322.237	6676.07	7209.752	7717.288	8212.219	8627.049	9062.61	9411.948	9831.844	10116.442	10150.376	10410.716	10502.134	10480.577	10296.354	10339.079	10041.397	9833.243
"Guinea-Bissau"	624	915.5	1003.103	1084.618	1164.986	1240.85	1308.925	1367.092	1407.632	1437.787	1460.476	1467.229	1466.902	1454.225	1417.15	1389.703	1359.81	1313.94	1266.35
"Liberia"	430	2269.795	2254.444	2373.434	2468.149	2682.22	2824.112	2925.624	3055.272	3181.857	3325.772	3393.178	3507.629	3475.596	3440.079	3446.617	3482.773	3374.821	3464.755
"Mali"	466	8884.69	10017.289	11235.523	12486.311	13691.917	14839.622	15865.167	16773.473	17534.391	18114.504	18666.251	18860.977	19272.801	19339.047	19295.345	19151.298	18563.482	17879.229
"Mauritania"	478	2046.781	2268.7	2495.368	2721.645	2940.317	3142.93	3339.66	3519.54	3681.484	3811.52	3911.61	4007.896	4039.887	4060.61	4052.752	4010.177	3923.957	3824.411
"Niger"	562	10029.155	12158.771	14628.124	17420.201	20441.576	23675.245	26916.422	30384.088	33670.526	37105.227	40622.852	43581.462	46314.058	48739.151	50940.654	52839.364	54455.554	55832.835
"Nigeria"	566	92788.95	104009.958	115648.738	127446.164	139070.997	150101.015	160228.275	168875.067	176506.574	183542.834	187614.591	191412.414	193670.603	193363.004	191918.216	189576.828	185313.604	179261.079
"Senegal"	686	7428.68	8380.43	9375.449	10378.282	11420.101	12519.967	13617.383	14713.262	15674.051	16560.017	17582.225	18555.748	19257.709	19721.365	20030.104	20240.554	20255.388	20403.953
"Sierra Leone"	694	3193.239	3314.801	3474.668	3681.697	3858.911	3967.516	4082.831	4194.383	4304.124	4358.103	4291.151	4279.234	4244.542	4193.653	4095.667	3873.24	3806.848	3594.21
"Togo"	768	3609.095	3881.052	4202.822	4497.195	4810.888	5151.846	5467.934	5733.86	5927.453	6072.919	6220.356	6268.394	6340.788	6259.886	6168.993	6104.712	5828.647	5662.614
"ASIA"	935	2246985.939	2340203.485	2417682.683	2478560.669	2524546.177	2556623.563	2575681.579	2579820.637	2570012.098	2549220.48	2518826.446	2473788.912	2431478.102	2385989.709	2337740.088	2287267.029	2234780.066	2182864.978
"China"	156	708977.116	717811.063	717188.246	709258.025	696334.053	679823.975	657920.007	633695.949	606013.354	576541.299	548698.685	520085.1	492070.368	463780.022	438225.067	417104.953	394594.221	372678.014
"China, Hong Kong SAR"	344	3421.641	3281.569	3163.044	3017.579	2843.48	2650.111	2478.408	2297.391	2117.678	1927.934	1763.073	1585.349	1445.848	1342.996	1245.636	1128.745	1058.982	1013.617
"China, Macao SAR"	446	283.011	263.721	250.064	235.739	216.643	202.02	191.441	174.153	160.246	147.719	140.183	127.404	117.307	105.72	101.424	93.491	88.755	82.726
"Dem. People's Republic of Korea"	408	12299.766	12492.026	12638.33	12713.825	12674.726	12574.936	12369.706	12190.866	11973.648	11724.217	11436.292	11142.796	10869.586	10588.646	10217.909	9919.113	9617.215	9247.798
"Japan"	392	61558.578	60124.509	58364.546	56370.703	54350.837	52148.969	50105.177	48209.839	46132.308	44157.227	42026.368	40074.967	38158.81	36370.517	34894.405	33463.134	32196.009	30844.692
"Mongolia"	496	1464.759	1549.396	1607.747	1649.732	1678.866	1705.132	1725.306	1735.131	1739.755	1731.762	1716.205	1693.635	1663.887	1642.261	1613.31	1587.816	1569.526	1556.954
"Republic of Korea"	410	24995.028	24997.144	24936.842	24696.764	24325.632	23668.059	22816.294	21940.564	20913.993	19767.799	18689.062	17734.273	16703.283	15660.461	14707.272	13896.958	13095.915	12492.564
"Other non-specified areas"	158	11699.869	11430.767	11110.757	10742.414	10319.745	9854.957	9319.111	8715.834	8131.182	7497.348	6914.894	6284.239	5728.572	5165.317	4691.652	4202.391	3788.4	3411.653
"Kazakhstan"	398	8512.059	8650.442	8553.916	8391.573	8195.545	7970.28	7715.665	7374.167	6994.781	6664.202	6357.646	6040.265	5616.196	5419.095	5192.156	4897.584	4545.881	4240.676
"Kyrgyzstan"	417	2940.177	3061.69	3136.989	3174.868	3197.944	3228.053	3231.489	3231.47	3234.974	3150.457	3122.113	3062.4	3030.32	3005.305	2868.638	2806.119	2687.853	2568.998
"Tajikistan"	762	4295.841	4586.615	4821.514	5007.939	5172.418	5341.825	5485.769	5578.846	5635.736	5678.515	5659.439	5535.677	5438.988	5391.143	5274.671	5008.407	4801.743	4659.521
"Turkmenistan"	795	2640.706	2729.775	2797.363	2844.304	2854.808	2861.848	2831.839	2802.56	2749.819	2662.26	2571.39	2474.458	2342.478	2240.296	2116.195	2017.315	1894.152	1794.195
"Uzbekistan"	860	14699.448	15394.887	15795.75	15975.345	15988.846	15984.32	15875.391	15669.127	15235.8	14605.455	13988.163	13322.744	12751.258	11968.353	11149.274	10245.529	9424.231	8703.415
"Afghanistan"	4	16773.704	16539.442	16600.886	16668.907	16755.629	17113.89	17216.924	16686.58	16414.698	15923.644	15765.282	15320.522	15047.617	14085.793	13234.434	12197.18	11410.637	10526.463
"Bangladesh"	50	81276.965	83812.775	85903.112	87722.504	88673.347	89343.554	89322.071	88462.288	87209.266	85156.709	82674.684	79941.471	76238.819	73129.185	69667.333	65969.05	61764.118	58227.448
"Bhutan"	64	416.284	407.125	399.776	394.668	384.243	374.275	362.636	352.571	339.165	320.105	298.789	277.057	260.307	237.417	218.881	200.104	186.714	172.385
"India"	356	679548.408	711118.237	740069.229	762781.32	780932.124	791796.211	798704.565	799021.051	794631.815	782153.924	767147.83	749054.288	724410.303	700164.626	672886.298	648593.961	623652.431	594105.626
"Iran (Islamic Republic of)"	364	39835.202	40703.641	41336.104	41446.269	41547.991	41070.868	40620.181	39979.002	39188.384	37632.908	35910.787	33878.93	31531.45	29486.19	26911.603	25255.993	23201.253	21396.534
"Maldives"	462	182.367	193.128	201.224	207.11	210.863	213.41	214.477	214.491	212.256	207.145	199.366	191.032	181.564	172.428	162.698	150.993	140.469	131.585
"Nepal"	524	13816.472	14397.69	14842.012	15094.689	15167.825	15171.887	14939.111	14654.57	14218.031	13775.255	13221.163	12574.554	11781.371	11009.924	10131.721	9069.425	8126.357	7311.153
"Pakistan"	586	97052.303	105085.476	112347.641	118651.509	124919.213	130561.11	135147.192	138026.698	140037.281	140497.615	139878.097	138238.39	135899.331	132435.188	128080.186	122801.279	117602.354	110636.257
"Sri Lanka"	144	9979.264	9970.624	9886.162	9715.167	9495.028	9214.154	8888.088	8562.655	8229.15	7845.093	7438.281	7002.638	6605.131	6166.441	5792.725	5322.261	4946.647	4602.245
"Brunei Darussalam"	96	218.027	225.263	229.09	230.159	228.398	224.307	218.549	208.463	198.518	185.441	172.448	157.956	145.633	132.474	121.33	109.727	99.81	91.646
"Cambodia"	116	7598.154	7947.882	8309.152	8625.947	8883.119	9110.491	9284.493	9358.698	9300.34	9372.53	9341.569	9275.323	9031.528	8876.436	8573.248	8280.983	7943.989	7634.947
"Indonesia"	360	129687.879	135060.798	139345.265	142730.78	144862.865	146161.079	146697.751	145962.039	144452.125	142616.529	139810.892	136382.126	132351.528	128608.312	124716.709	120668.046	115332.547	111315.166
"Lao People's Democratic Republic"	418	3385.328	3570.182	3745.707	3892.929	4022.404	4149.06	4222.662	4267.631	4284.037	4278.643	4223.911	4147.04	3989.693	3835.238	3674.648	3505.977	3282.243	3048.195
"Malaysia"	458	15025.676	15878.999	16662.248	17357.509	17735.814	17984.525	18020.157	18007.111	17987.504	17895.004	17628.697	17230.468	16776.685	16393.8	15990.557	15522.447	15000.183	14349.085
"Myanmar"	104	26334.984	26755.908	26986.871	26997.311	26676.567	26278.714	25556.082	24674.605	23579.48	22503.886	21321.059	20109.225	18906.051	17752.702	16589.033	15583.64	14724.305	13623.33
"Philippines"	608	50812.556	53675.206	56167.953	58455.422	60339.632	61695.905	62815.416	63148.213	63464.52	62914.144	62139.211	60807.745	59448.398	57454.889	55682.085	53506.923	51509.122	49754.549
"Singapore"	702	2765.035	2901.001	2984.429	3002.903	2980.671	2886.151	2809.657	2698.416	2514.55	2356.146	2168.753	1996.356	1813.243	1641.907	1499.48	1365.125	1235.955	1134.336
"Thailand"	764	33494.789	33207.197	32758.555	32001.045	30926.283	29825.607	28471.734	27030.573	25479.524	23902.561	22470.357	21063.688	19841.845	18590.792	17212.319	15964.852	14814.118	13929.874
"Timor-Leste"	626	601.573	618.502	648.887	677.586	720.028	749.001	794.299	826.3	876.759	891.931	911.471	909.071	938.039	950.345	955.167	936.086	936.859	900.02
"Viet Nam"	704	46224.469	48064.207	49558.681	50504.132	50806.42	50965.609	50851.68	50568.303	49879.557	49154.498	48105.485	47035.176	45659.922	44190.469	42930.758	41605.311	40298.821	38678.292
"Armenia"	51	1399.511	1315.836	1209.063	1103.432	1001.009	896.776	819.494	755.629	690.213	638.315	584.772	523.738	477.014	418.408	386.543	342.459	308.432	286.275
"Azerbaijan"	31	4855.546	5018.65	5083.796	5064.156	5031.422	4948.515	4855.974	4713.02	4560.91	4400.764	4237.956	4038.803	3876.459	3738.385	3542.592	3393.67	3202.638	3063.515
"Bahrain"	48	853.607	754.006	691.067	628.746	606.723	612.222	611.987	602.394	593.631	588.082	572.113	550.225	548.681	534.308	529.744	514.891	529.983	531.431
"Cyprus"	196	594.492	589.606	578.672	561.061	540.757	514.642	491.567	467.977	436.104	402.12	369.931	328.127	291.63	263.861	234.09	207.988	186.81	169.014
"Georgia"	268	1908.151	1726.794	1545.397	1357.836	1172.162	1011.101	864.629	728.066	619.452	522.044	442.217	364.862	317.208	265.962	226.846	196.699	169.847	152.062
"Iraq"	368	18436.977	20885.471	23116.676	25547.148	28111.196	30745.43	33324.075	35460.024	37636.92	39548.201	40992.748	42421.944	43824.561	44866.787	45885.032	46714.026	46916.248	47191.5
"Israel"	376	3998.623	4128.276	4257.953	4353.98	4424.279	4542.503	4621.101	4668.494	4705.378	4694.199	4718.238	4738.715	4761.294	4528.164	4581.871	4571.755	4377.174	4215.013
