"name"	"country_code"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"Austria"	40	8604.102	8605.202	8550.336	8467.495	8358.733	8218.073	8037.659	7802.121	7541.128	7278.272	7033.781	6792.575	6557.735	6312.39	6078.514	5856.674	5652.261
"Belgium"	56	11543.466	11704.36	11807.551	11884.897	11939.885	11939.148	11891.86	11784.175	11651.249	11507.585	11360.338	11214.292	11044.187	10853.866	10661.573	10470.733	10261.963
"France"	250	65263.63	65831.27	66164.308	66443.271	66529.294	66285.444	65676.449	64875.452	63859.453	62945.421	62034.649	61131.232	60167.675	59058.41	57887.64	56528.032	55074.629
"Germany"	276	79837.519	78417.311	76581.4	74530.67	72274.047	69785.531	67005.467	63870.297	60657.658	57693.801	54944.371	52274.457	49564.585	46904.181	44405.122	42058.376	39926.001
"Luxembourg"	442	622.625	677.096	730.067	785.153	839.596	889.122	933.988	975.112	1014.136	1049.337	1078.351	1102.12	1119.681	1131.3	1140.162	1143.061	1137.635
"Netherlands"	528	17064.888	17114.479	17075.347	16974.312	16789.092	16521.126	16179.535	15792.074	15390.895	15016.019	14688.106	14389.102	14079.034	13727.576	13346.623	12942.704	12548.653
"Switzerland"	756	8602.793	8803.899	8934.568	9014.967	9054.567	9028.67	8949.296	8843.435	8682.439	8516.115	8337.71	8148.379	7941.432	7737.182	7527.843	7318.051	7121.935
"Latin America and the Caribbean"	904	659233.203	676825.033	687851.612	694673.483	696959.992	693919.851	685375.347	671751.232	653594.393	631539.853	605967.572	577410.993	546166.539	513033.159	478630.842	443558.427	408722.654
"Antigua and Barbuda"	28	95.176	97.421	98.616	98.91	97.999	96.321	93.857	91.253	88.085	84.735	81.342	77.697	74.29	70.37	66.143	61.712	57.684
"Aruba"	533	103.817	102.289	100.082	97.008	93.494	89.543	85.043	80.284	75.565	71.658	67.774	64.144	60.615	56.757	53.058	49.023	45.341
"Bahamas"	44	408.52	422.501	430.898	436.086	436.372	433.465	427.364	417.982	405.39	391.639	376.439	360.068	342.86	324.743	305.283	287.684	270.879
"Barbados"	52	284.554	283.061	279.679	275.136	269.035	261.562	252.886	243.526	233.534	223.811	213.872	203.206	192.247	181.35	169.917	158.602	147.588
"Cuba"	192	11266.486	10984.633	10620.288	10179.191	9681.935	9120.143	8487.239	7810.602	7105.081	6393.166	5705.083	5069.59	4480.595	3915.246	3385.451	2889.963	2438.849
"Curacao"	531	162.557	164.831	164.987	164.478	161.997	158.165	153.158	148.118	143.459	138.884	134.026	129.386	123.879	118.303	112.29	106.399	100.555
"Dominican Republic"	214	10994.787	11320.012	11518.705	11632.111	11651.755	11561.873	11371.772	11092.019	10734.343	10312.963	9828.673	9290.929	8706.009	8087.658	7440.753	6787.222	6130.028
"Grenada"	308	109.067	110.746	111.032	109.868	108.489	107.069	105.055	102.18	98.393	94.344	89.702	84.716	79.448	74.437	69.577	64.891	60.572
"Guadeloupe"	312	473.663	474.828	471.145	463.363	454.644	438.428	420.753	396.329	369.929	339.581	307.908	277.177	248.014	217.416	187.752	160.546	138.542
"Haiti"	332	11286.97	11733.981	12062.845	12316.652	12487.381	12546.617	12486.098	12309.046	12016.15	11621.874	11134.099	10570.124	9952.209	9285.562	8587.167	7891.006	7204.457
"Jamaica"	388	2818.697	2811.788	2781.866	2740.421	2673.761	2597.652	2499.665	2382.65	2258.236	2127.119	1992.03	1848.554	1700.528	1552.556	1413.154	1279.277	1154.724
"Martinique"	474	392.232	384.731	375.424	364.16	350.14	334.169	316.514	298.374	280.056	263.711	248.929	236.196	224.41	211.986	198.308	183.453	168.878
"Puerto Rico"	630	3638.746	3563.42	3469.555	3366.063	3247.217	3107.626	2947.31	2775.856	2591.973	2401.246	2210.597	2022.372	1831.595	1643.676	1458.626	1284.752	1126.04
"Saint Lucia"	662	189.852	192.682	193.583	192.855	191.328	188.032	183.264	176.823	169.501	161.445	152.733	143.887	134.768	125.314	116.231	107.268	98.768
"St. Vincent and the Grenadines"	670	107.936	105.162	101.52	97.017	91.981	86.308	80.146	73.545	66.625	59.784	53.146	46.748	40.686	35.222	30.418	26.082	22.32
"Trinidad and Tobago"	780	1357.377	1328.552	1283.428	1231.252	1172.065	1108.177	1035.052	956.703	875.378	794.422	715.073	641.225	573.194	509.803	451.692	397.121	348.371
"United States Virgin Islands"	850	106.545	106.221	105.028	103.317	101.08	98.884	96.895	94.856	92.554	90.795	88.84	86.827	84.51	82.196	79.143	76.009	72.622
"Belize"	84	392.511	419.029	439.011	453.521	463.726	469.832	471.311	468.74	460.969	448.16	431.233	411.942	389.324	364.921	340.163	316.593	292.88
"Costa Rica"	188	5005.914	5144.909	5241.321	5306.893	5342.968	5342.222	5303.504	5228.619	5118.284	4976.911	4810.401	4626.727	4418.979	4196.737	3970.574	3743.928	3525.8
"El Salvador"	222	6133.799	6074.223	5954.369	5804.041	5620.156	5406.183	5151.998	4869.138	4566.785	4243.612	3901.399	3543.347	3169.166	2785.201	2396.333	2022.754	1679.442
"Guatemala"	320	17803.678	19106.366	20258.275	21305.348	22223.426	22996.243	23558.404	23933.729	24105.074	24052.693	23806.256	23359.748	22711.411	21892.246	20913.502	19790.417	18550.303
"Honduras"	340	8525.188	8876.148	9104.674	9265.174	9346.61	9333.455	9235.604	9057.917	8801	8465.874	8054.052	7572.987	7036.595	6459.99	5859.048	5246.441	4660.611
"Mexico"	484	133132.156	137327.484	139826.899	141253.701	141564.394	140591.74	138362.247	134881.498	130445.064	125159.012	119040.715	112267.307	104929.056	97106.541	89003.405	80729.177	72441.785
"Nicaragua"	558	6321.497	6471.278	6546.425	6577.441	6547.678	6463.785	6319.356	6119.568	5869.585	5574.659	5240.472	4870.269	4464.814	4036.169	3598.858	3158.988	2729.939
"Panama"	591	4191.425	4414.483	4604.423	4774.602	4917.204	5025.716	5096.561	5129.324	5128.671	5098.04	5037.342	4946.824	4836.498	4703.879	4554.571	4394.541	4220.311
"Argentina"	32	45157.403	46560.447	47636.677	48554.835	49318.684	49822.28	50020.703	49951.504	49631.818	49033.003	48157.442	47051.636	45743.062	44285.154	42674.052	40945.504	39165.988
"Bolivia (Plurinational State of)"	68	11439.206	12065.673	12611.669	13101.472	13518.413	13832.465	14037	14142.115	14136.911	14038.618	13842.906	13535.478	13128.164	12635.938	12075.479	11448.016	10762.025
"Brazil"	76	213904.054	217619.29	219359.545	219792.482	218817.268	216245.849	212026.293	206378.562	199375.083	191267.857	182231.096	172439.257	161981.477	151266.412	140391.542	129512.745	118960.255
"Chile"	152	18670.778	19220.478	19636.823	19963.843	20168.474	20237.239	20165.888	19956.573	19623.911	19210.145	18729.506	18174.249	17559.769	16888.292	16166.344	15422.844	14697.535
"Colombia"	170	49736.568	50612.359	50961.371	50975.716	50661.838	49928.784	48805.248	47319.028	45558.994	43565.836	41419.739	39104.585	36622.541	34031.464	31433.081	28853.866	26361.454
"Ecuador"	218	17163.991	18014.401	18704.343	19298.55	19762.505	20076.686	20230.184	20222.303	20069.392	19783.1	19375.162	18844.167	18197.887	17453.211	16630.969	15744.018	14824.115
"French Guiana"	254	300.232	329.283	358.515	386.93	415.038	441.317	465.847	489.208	510.791	531.487	550.523	564.143	578.2	588.338	595.684	595.932	594.143
"Guyana"	328	781.245	788.417	786.356	777.628	761.189	743.361	725.278	706.136	686.859	666.281	640.191	611.389	577.85	542.61	508.751	478.017	447.552
"Paraguay"	600	7001.384	7290.132	7503.715	7670.91	7794.138	7856.996	7854.912	7787.03	7663.999	7487.294	7259.96	6986.406	6662.265	6309.085	5935.554	5557.715	5177.657
"Peru"	604	32937.132	34102.865	34947.612	35551.726	35938.668	36045.725	35885.795	35429.061	34671.922	33658.78	32417.663	31000.145	29401.546	27670.346	25835.328	23953.846	22027.149
"Suriname"	740	559.57	569.145	574.549	576.059	571.604	562.781	549.682	534.122	513.633	492.823	472.173	450.069	426.191	400.44	376.381	351.595	326.94
"Uruguay"	858	3446.3	3428.837	3391.215	3339.83	3273.294	3191.431	3091.603	2975.143	2843.156	2703.978	2552.744	2395.172	2231.648	2065.662	1897.736	1731.6	1568.808
"Venezuela (Bolivarian Republic of)"	862	32832.19	34202.93	35235.145	36074.893	36662.042	36971.727	36975.856	36721.768	36208.243	35510.514	34596.332	33502.3	32250.242	30857.926	29348.522	27748.879	26121.744
"Northern America"	905	367784.982	375363.799	380906.236	385183.56	387821.882	389019.044	388551.816	386914.717	384659.522	382549.418	380223.6	377316.351	373508.529	369058.04	363903.42	358662.122	353625.586
"Canada"	124	37191.63	38082.119	38692.7	39099.737	39320.854	39382.28	39241.413	38952.036	38572.664	38194.603	37831.706	37394.832	36877.866	36360.763	35813.658	35297.687	34849.297
"United States of America"	840	330593.352	337281.68	342213.536	346083.823	348501.028	349636.764	349310.403	347962.681	346086.858	344354.815	342391.893	339921.519	336630.663	332697.277	328089.763	323364.435	318776.289
"Oceania"	909	41456.766	43456.192	45083.949	46478.527	47649.685	48556.087	49241.095	49575.867	49682.156	49593.506	49341.952	48883.687	48200.249	47309.707	46349.217	45200.487	43964.222
"Australia"	36	25345.605	26454.834	27281.246	27934.965	28452.464	28815.857	29087.673	29159.382	29115.984	28983.41	28803.621	28521.594	28133.353	27659.018	27219.587	26664.574	26070.105
"New Zealand"	554	4653.611	4749.555	4811.72	4849.158	4861.963	4849.616	4812.063	4743.143	4656.534	4569.512	4476.707	4380.973	4281.701	4163.574	4020.833	3875.442	3729.447
"Fiji"	242	914.175	925.311	930.47	931.127	926.877	914.738	895.796	870.165	841.495	808.493	771.808	735.183	695.997	653.502	612.414	569.513	526.315
"New Caledonia"	540	276.12	286.237	294.475	302.254	308.676	313.491	316.231	318.228	318.862	318.645	317.319	315.099	311.715	307.671	302.577	297.208	291.311
"Papua New Guinea"	598	8335.299	9005.042	9637.805	10243.908	10801.065	11293.21	11705.878	12026.31	12269.91	12426.646	12491.215	12470.229	12354.853	12159.554	11897.373	11579.524	11222.858
"Solomon Islands"	90	634.861	682.871	728.597	774.037	817.182	855.4	887.284	912.14	930.948	944.058	950.962	951.837	943.714	927.495	905.29	876.845	845.587
"Vanuatu"	548	289.569	312.763	334.611	356.213	376.874	395.093	410.951	423.179	433.232	439.829	443.551	444.566	442.461	437.2	429.357	418.615	404.93
"Guam"	316	178.042	184.447	189.019	192.161	193.564	193.679	192.04	188.851	184.443	179.656	174.239	167.839	160.702	152.469	143.343	133.411	123.704
"Kiribati"	296	121.154	128.573	134.681	139.83	144.58	149.446	153.327	155.754	156.78	156.479	155.186	153.104	150.274	146.119	140.67	134.529	127.727
"Micronesia (Fed. States of)"	583	107.863	112.301	116.574	121.05	124.159	127.454	129.941	130.926	131.752	131.193	129.287	125.416	120.899	115.733	110.485	104.964	99.123
"French Polynesia"	258	294.372	302.824	308.867	313.057	315.473	316.005	314.536	310.935	305.181	298.52	291.42	282.659	272.697	261.481	249.926	238.805	227.382
"Samoa"	882	198.667	203.011	206.282	209.995	214.102	217.219	218.793	218.961	218.075	217.22	215.794	213.729	210.487	205.31	198.273	190.344	181.719
"Tonga"	776	107.428	108.421	109.604	110.774	112.708	114.877	116.583	117.893	118.96	119.844	120.841	121.46	121.396	120.58	119.089	116.712	114.016
