"name"	"country_code"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"Benin"	204	5425.949	6302.055	7233.02	8229.3	9300.9	10390.875	11609.701	12808.791	14030.165	15239.824	16642.455	18046.15	19338.791	20710.622	21969.389	23233.322	24554.215	25837.675
"Burkina Faso"	854	8984.175	10498.094	12217.889	14145.858	16298.152	18692.588	21301.31	24196.393	27159.986	30288.131	33669.358	37213.737	41099.786	45076.08	48972.646	52935.47	57231.837	62016.373
"Cabo Verde"	132	256.827	294.205	329.317	367.735	402.281	436.046	463.051	496.544	528.345	564.206	587.177	609.472	613.546	620.072	640.581	644.802	672.058	661.59
"Cote d'Ivoire"	384	11546.154	13327.321	15370.712	17654.024	20180.218	22980.032	26262.747	29487.448	33205.731	36928.011	41110.748	45085.374	49313.901	54052.889	58470.523	63185.004	67960.773	74024.888
"Gambia"	270	985.531	1240.571	1500.465	1769.421	2053.25	2371.913	2681.641	3070.253	3466.967	3851.244	4308.192	4762.766	5246.926	5727.407	6169.991	6543.333	6982.518	7393.504
"Ghana"	288	13635.406	15903.711	17989.68	20384.078	22655.703	24812.076	27291.583	29670.12	32415.942	34900.329	37618.158	39837.678	42525.104	44792.117	47175.18	49060.365	51609.115	55032.687
"Guinea"	324	6322.237	7715.937	9199.07	10708.761	12505.914	14162.225	16153.013	18176.023	20052.558	21987.181	24140.31	26791.661	28717.885	30633.213	32891.451	34439.705	37075.974	39401.793
"Guinea-Bissau"	624	915.5	1040.121	1173.213	1316.617	1467.88	1630.028	1790.428	1978.065	2165.054	2355.442	2536.781	2729.217	2922.832	3089.376	3257.667	3462.626	3630.862	3820.442
"Liberia"	430	2269.795	2894.019	3487.954	4126.861	4784.619	5574.988	6325.836	7051.107	7908.292	8928.346	10028.851	11019.679	11758.546	12575.872	13597.32	14273.937	15199.034	15839.738
"Mali"	466	8884.69	10512.305	12396.69	14521.977	16916.16	19561.082	22435.567	25549.388	28972.215	32700.928	36584.874	40979.174	45514.489	50251.334	55026.659	59468.372	64942.526	70092.023
"Mauritania"	478	2046.781	2337.154	2651.186	2996.356	3354.729	3739.885	4153.845	4578.731	5017.556	5450.078	5928.743	6472.564	6995.547	7542.724	8094.637	8596.619	9108.178	9643.78
"Niger"	562	10029.155	12443.911	15464.642	19249.526	23921.783	29608.933	36391.073	44341.252	53368.948	64085.739	75468.316	88591.164	103571.222	120476.79	137252.157	157574.902	178642.777	199071.89
"Nigeria"	566	92788.95	106970.445	122435.606	139500.053	158724.265	179441.389	202007.026	227452.362	253171.879	281092.427	310304.801	343643.93	378728.936	414641.143	448815.41	483962.14	524157.167	565293.672
"Senegal"	686	7428.68	8815.249	10332.59	12040.197	14012.799	16147.938	18457.933	20967.816	23686.055	26695.905	29932.158	33441.967	36894.066	40668.267	43731.878	47834.344	51953.852	56192.503
"Sierra Leone"	694	3193.239	3797.112	4389.558	5006.872	5592.446	6215.809	7021.063	7757.186	8464.498	9302.677	10192.277	11067.603	11904.872	12652.173	13449.444	14377.675	14733.539	15308.327
"Togo"	768	3609.095	4263.717	4932.214	5627.941	6321.211	7066.374	7839.726	8649.979	9443.36	10206.464	10848.391	11817.701	12778.768	13654.674	14476.94	15142.761	15948.196	16809.788
"ASIA"	935	2246985.939	2363303.749	2466201.316	2558834.497	2639365.546	2709369.15	2769107.791	2823331.039	2869659.898	2908332.407	2939220.219	2959311.086	2974040.352	2987047.408	2997491.311	3006403.017	3021860.878	3021793.492
"China"	156	708977.116	727697.331	739896.28	746817.531	748776.996	746918.388	742902.614	736896.34	726718.181	715814.603	702992.133	689607.071	677921.326	667404.074	659041.707	650484.28	645881.46	639918.618
"China, Hong Kong SAR"	344	3421.641	3735.312	3991.171	4217.954	4407.026	4554.954	4702.994	4787.469	4990.24	5094.959	5210.68	5316.607	5452.777	5694.765	5756.975	5886.581	5957.342	6101.063
"China, Macao SAR"	446	283.011	339.072	386.67	423.863	458.728	482.963	502.685	509.011	504.127	496.477	499.535	496.047	500.722	499.1	490.976	486.698	495.21	497.538
"Dem. People's Republic of Korea"	408	12299.766	12747.009	13171.446	13522.175	13803.799	13985.622	14159.709	14318.919	14507.175	14722.052	14891.281	15117.182	15237.022	15384.297	15585.985	15778.719	15915.014	16078.996
"Japan"	392	61558.578	61292.534	60698.455	59915.598	59050.579	58011.019	57016.055	56094.503	55224.652	54537.513	53586.811	52867.083	52228.286	51623.115	51227.047	51074.202	50887.768	50657.06
"Mongolia"	496	1464.759	1593.703	1709.278	1819.129	1922.824	2030.347	2149.907	2262.752	2385.112	2517.447	2630.172	2748.996	2838.033	2942.193	3042.257	3144.403	3238.393	3336.637
"Republic of Korea"	410	24995.028	25822.223	26438.462	27066.119	27470.455	27611.359	27621.002	27276.046	26969.001	26753.666	26390.666	26160.528	25765.799	25388.736	25244.877	25106.07	24968.638	24850.555
"Other non-specified areas"	158	11699.869	11899.15	12041.933	12147.554	12147.371	12106.413	11972.795	11820.716	11577.48	11286.14	10935.757	10719.095	10424.83	10130.721	10065.89	9751.466	9583.888	9357.065
"Kazakhstan"	398	8512.059	9509.889	10459.222	11416.326	12530.854	13627.361	14786.759	15962.061	17393.273	18383.171	19089.27	20295.059	21366.984	22366.889	23672.587	24316.662	25910.069	26884.788
"Kyrgyzstan"	417	2940.177	3283.1	3628.026	3982.533	4352.367	4717.794	5147.938	5585.169	6005.522	6457.869	6833.685	7183.86	7573.476	7988.451	8466.207	8816.948	9259.803	9787.83
"Tajikistan"	762	4295.841	4924.5	5545.55	6197.338	6865.198	7574.742	8342.611	9065.319	9766.026	10519.687	11221.112	11874.041	12600.65	13291.729	13934.927	14579.123	15156.556	15553.041
"Turkmenistan"	795	2640.706	2866.881	3061.415	3236.943	3400.486	3515.753	3652.492	3765.179	3880.458	3947.356	4013.098	4060.107	4092.113	4149.684	4199.695	4237.955	4287.595	4316.285
"Uzbekistan"	860	14699.448	16026.938	17248.306	18324.345	19322.974	20290.686	21447.476	22474.465	23319.181	23900.69	24706.053	25289.949	25804.946	26462.527	27150.438	27593.486	28229.831	28502.193
"Afghanistan"	4	16773.704	21380.8	26005.932	30434.927	34289.158	39204.363	43449.967	46246.369	50790.776	54472.56	57661.862	61514.153	64352.346	66039.349	69010.594	72145.943	75381.776	77228.056
"Bangladesh"	50	81276.965	87561.488	93099.245	98516.485	103394.162	108272.928	112119.835	116342.745	119090.515	120949.156	123458.53	125088.627	126072.693	127682.892	127616.993	128425.357	128923.749	128452.219
"Bhutan"	64	416.284	468.411	515.071	561.834	602.87	649.332	690.634	730.8	748.957	770.273	785.882	807.002	821.37	833.039	848.019	862.247	865.373	862.865
"India"	356	679548.408	727210.243	773188.009	819834.296	864383.08	903349.388	942594.617	978590.489	1015375.181	1048162.363	1077602.752	1105791.703	1135295.857	1161616.344	1185310.939	1200108.321	1218851.998	1235609.763
"Iran (Islamic Republic of)"	364	39835.202	43317.624	46255.629	48785.656	51198.639	53259.701	55653.343	57679.897	59411.381	61017.928	61955.323	62260.383	63173.306	63547.219	63125.748	64018.421	64836.195	64911.074
"Maldives"	462	182.367	200.958	216.912	230.305	242.438	254.016	265.437	275.939	284.763	290.594	295.136	298.098	301.446	302.629	303.673	303.435	304.086	300.892
"Nepal"	524	13816.472	15017.012	16247.32	17508.52	18616.323	19671.301	20784.452	21906.836	22845.549	23821.108	24740.612	25356.746	25847.435	26116.032	26340.85	26701.765	27106.24	26954.724
"Pakistan"	586	97052.303	108580.047	120058.223	131471.632	142953.826	155285.741	166911.004	178360.085	188528.733	199328.405	208038.675	217946.181	226120.466	233318.154	242388.458	247446.602	252359.886	258960.6
"Sri Lanka"	144	9979.264	10283.21	10525.403	10720.943	10869.669	11027.766	11148.855	11244.986	11315.391	11357.327	11349.128	11356.248	11440.326	11453.787	11412.771	11379.911	11331.034	11371.537
"Brunei Darussalam"	96	218.027	238.031	258.338	277.937	297.978	317.648	335.942	355.167	370.579	384.317	396.794	408.287	422.887	441.589	455.336	471.51	481.602	496.508
"Cambodia"	116	7598.154	8548.296	9510.647	10469.005	11355.146	12385.313	13402.379	14507.368	15358.064	16410.203	17258.204	18063.585	18845.557	19693.136	20296.616	20736.501	21178.052	21406.156
"Indonesia"	360	129687.879	138223.008	146155.307	153475.669	160318.779	166713.611	172811.953	178863.63	184536.09	190092.211	195676.15	200644.516	205117.327	210151.555	214374.619	217477.989	221694.602	225533.555
"Lao People's Democratic Republic"	418	3385.328	3798.865	4210.478	4604.719	4984.42	5322.072	5679.469	5997.93	6326.649	6628.087	6887.641	7186.065	7477.57	7655.765	7848.926	7973.628	8054.483	8108.205
"Malaysia"	458	15025.676	16365.644	17729.334	19094.171	20416.344	21624.855	22729.711	23791.691	24951.546	26025.519	27001.311	27788.549	28933.725	29963.443	30902.184	31792.256	33003.792	34035.616
"Myanmar"	104	26334.984	27711.115	29020.167	30218.944	31335.086	32240.316	32894.76	33349.989	33753.29	34129.446	34413.441	34643.287	34662.946	34831.491	34730.423	34728.742	34766.577	34802.282
"Philippines"	608	50812.556	55171.568	59632.312	63911.236	68249.187	72708.476	77010.097	81308.88	85172.42	89290.511	93862.083	97840.553	101373.289	105086.045	108245.476	111456.321	114399.494	117337.506
