"name"	"country_code"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"WORLD"	900	3641738.973	3823980.798	3992534.307	4147096.838	4284511.445	4408170.846	4518899.651	4604315.067	4678229.37	4728092.962	4769847.608	4804536.302	4820540.42	4834854.688	4839795.272	4830517.073	4828503.073	4806637.869
"AFRICA"	903	592721.705	663096.607	737808.701	814121.044	893289.957	973669.366	1054354.659	1133225.001	1211414.464	1282923.174	1352045.317	1420303.3	1482241.397	1535117.469	1587513.117	1631098.182	1659202.773	1685127.241
"Burundi"	108	5654.689	6179.525	6676.248	7244.263	7640.88	8080.765	8545.16	8859.766	9012.143	9128.71	9201.77	9125.845	9245.652	9238.641	9098.638	8816.88	8448.954	8143.474
"Comoros"	174	390.774	417.567	447.978	473.269	502.278	527.866	546.692	565.386	565.034	572.046	560.292	563.661	559.944	543.167	526.905	510.765	484.5	460.142
"Djibouti"	262	442.019	358.065	333.427	324.162	317.808	304.133	300.847	287.189	267.957	252.483	235.432	219.767	219.059	194.246	186.784	167.159	148.37	133.715
"Eritrea"	232	2608.948	2678.318	2761.096	2831.61	2954.389	3002.839	3146.282	3256.223	3227.677	3308.084	3314.209	3209.766	3316.901	3230.645	3203.934	3167.365	2899.884	2656.743
"Ethiopia"	231	49783.139	54185.546	58587.569	62367.765	66064.043	69548.28	73040.614	75330.902	76683.752	78079.991	78826.318	79219.019	77951.217	77829.63	75899.195	73639.837	72011.485	68349.878
"Kenya"	404	23033.365	25447.783	27798.876	30080.25	32396.964	34229.859	35820.091	37242.747	38431.878	38901.752	39240.299	39412.84	38606.385	37969.695	36591.738	35621.691	34109	32376.013
"Madagascar"	450	12152.929	13688.574	15310.073	16941.444	18488.544	20196.609	21865.07	23350.709	24792.86	25981.119	26696.368	27808.696	28688.407	29289.022	29614.255	29870.553	30012.699	29945.822
"Malawi"	454	8622.171	9123.262	9816.633	10756.611	11504.136	12670.925	13683.714	14578.299	15002.359	16323.412	16990.666	17700.702	18149.17	18427.01	18331.629	17731.833	17665.906	17215.236
"Mauritius"	480	644.371	630.501	615.258	589.854	562.613	531.381	495.028	461.288	422.608	385.131	347.042	312.662	282.824	248.395	215.285	188.074	163.036	140.951
"Mayotte"	175	122.137	126.538	129.336	132.905	133.326	133.319	130.488	129.407	132.927	132.261	131.294	128.541	122.056	115.788	110.972	106.573	95.251	91.314
"Mozambique"	508	14311.663	15737.616	17299.604	18880.73	20400.277	21854.164	23216.407	24681.57	25958.206	26814.083	27861.926	28687.485	29013.024	29383.227	29716.801	29452.635	28514.16	27572.9
"Reunion"	638	444.386	439.27	435.832	433.286	426.803	420.137	409.588	398.382	380.701	363.06	341.886	322.81	301.281	281.845	257.926	237.49	219.93	206.278
"Rwanda"	646	6050.1	5814.375	5999.808	6193.327	6506.622	6724.457	6922.339	7087.036	7296.252	7400.567	7243.965	7257.406	7165.101	7048.606	6720.365	6381.5	6221.059	6132.028
"Seychelles"	690	47.605	47.126	46.581	45.742	44.702	43.082	41.606	39.734	37.532	35.363	33.362	31.46	28.549	26.347	24.268	22.351	21.34	19.962
"Somalia"	706	5419.167	4741.734	5041.388	5608.459	6088.134	6390.969	6631.555	7009.792	7183.822	6936.728	7156.945	7039.04	7222.947	6838.899	6828.759	6424.136	5852.85	5700.396
"South Sudan"	728	6160.58	6123.644	6229.231	6279.057	6457.047	6818.079	7080.345	7126.12	7368.714	7327.058	7354.041	7335.43	7042.947	6955.4	6924.482	6271.33	5881.597	5730.129
"Uganda"	800	19525.205	22133.809	24852.137	27221.129	29788.37	31950.104	33917.416	35420.612	36136.794	37621.358	37173.266	37551.191	37718.414	37174.154	36749.157	34711.832	34030.646	31943.038
"United Republic of Tanzania"	834	26896.189	30644.47	34788.625	39070.441	43699.308	48423.945	52624.773	56851.211	61366.721	65581.095	68257.515	71246.241	73747.129	76204.86	78461.373	79122.823	80442.157	81247.799
"Zambia"	894	8118.12	9176.577	10294.182	11438.387	12650.553	13723.185	14812.249	15730.765	16500.001	17293.201	17800.346	18009.874	18114.357	18161.554	18106.871	17931.965	17457.685	17030.749
"Zimbabwe"	716	7915.194	8413.232	8885.158	9262.806	9614.157	9935.472	10172.791	10316.387	10495.056	10472.736	10415.46	10228.511	10008.187	9590.802	9199.032	8811.793	8290.25	7733.624
"Angola"	24	12605.782	14176.217	15880.267	17471.083	18995.783	20349.238	21440.578	22026.892	22740.056	23671.24	24083.488	24436.74	24350.983	24104.156	23913.704	22951.074	21840.577	21234.416
