"country_code"	"name"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
418	"Lao People's Democratic Republic"	3.243	4.757	3.964	4.005	4.053	4.11	4.182	4.257	4.309	4.318	4.278	4.191	4.067	3.933	3.807	3.702	3.61
458	"Malaysia"	5.4	5.902	6.222	6.177	6.133	6.095	6.058	6.012	5.957	5.905	5.866	5.839	5.81	5.767	5.707	5.635	5.555
104	"Myanmar"	0.556	1.102	1.743	1.869	1.981	2.076	2.156	2.217	2.256	2.277	2.288	2.292	2.297	2.31	2.334	2.363	2.392
608	"Philippines"	0.171	0.721	0.964	1.102	1.224	1.32	1.386	1.421	1.429	1.417	1.399	1.383	1.371	1.365	1.36	1.352	1.339
702	"Singapore"	21.406	22.04	21.679	21.11	20.542	19.99	19.495	19.059	18.634	18.188	17.739	17.305	16.885	16.486	16.123	15.779	15.432
764	"Thailand"	3.451	3.518	3.563	3.577	3.581	3.57	3.545	3.506	3.465	3.434	3.416	3.408	3.406	3.405	3.402	3.393	3.374
626	"Timor-Leste"	18.296	18.902	19.909	19.874	19.799	19.652	19.436	19.25	19.166	19.159	19.215	19.276	19.261	19.151	18.961	18.746	18.54
704	"Viet Nam"	1.024	1.106	1.228	1.265	1.299	1.325	1.34	1.346	1.342	1.335	1.332	1.334	1.335	1.33	1.315	1.292	1.266
51	"Armenia"	10.167	11.735	13.138	13.156	13.136	13.072	12.995	12.928	12.859	12.796	12.789	12.847	12.942	13.067	13.231	13.379	13.489
31	"Azerbaijan"	2.144	2.535	2.848	2.936	3.019	3.098	3.181	3.266	3.339	3.381	3.394	3.4	3.417	3.451	3.497	3.548	3.599
48	"Bahrain"	29.033	26.836	26.276	25.726	25.19	24.673	24.156	23.654	23.205	22.808	22.442	22.103	21.788	21.52	21.289	21.078	20.887
196	"Cyprus"	12.795	13.317	13.782	13.441	13.118	12.857	12.679	12.547	12.422	12.265	12.089	11.946	11.886	11.921	12.03	12.19	12.379
268	"Georgia"	-3.719	0.475	2.939	3.808	4.667	5.505	6.298	7.027	7.653	8.136	8.462	8.64	8.756	8.908	9.156	9.493	9.875
368	"Iraq"	5.838	5.134	4.958	4.831	4.696	4.552	4.409	4.282	4.19	4.136	4.104	4.068	4.012	3.934	3.827	3.696	3.558
376	"Israel"	11.065	11.639	13.488	13.376	13.269	13.169	13.082	13.011	12.948	12.877	12.784	12.69	12.62	12.561	12.475	12.339	12.172
400	"Jordan"	27.97	27.893	26.976	26.611	26.309	26.005	25.664	25.342	25.035	24.803	24.722	24.764	24.778	24.621	24.308	23.87	23.339
414	"Kuwait"	63.807	53.793	45.109	42.724	40.445	38.323	36.354	34.534	32.889	31.474	30.273	29.208	28.228	27.299	26.371	25.418	24.464
422	"Lebanon"	33.246	16.235	18.98	21.82	24.3	26.156	27.296	27.865	28.082	28.095	28.011	27.89	27.79	27.771	27.904	28.195	28.579
512	"Oman"	88.154	61.57	42.566	38.796	35.41	32.683	30.701	29.427	28.76	28.56	28.72	29.076	29.47	29.796	30.059	30.331	30.634
634	"Qatar"	99.612	80.393	73.231	67.921	62.637	57.529	52.807	48.618	45.042	42.104	39.765	37.906	36.355	34.962	33.615	32.258	30.871
682	"Saudi Arabia"	13.542	11.747	10.28	9.682	9.127	8.651	8.283	8.014	7.817	7.657	7.529	7.427	7.34	7.27	7.224	7.202	7.195
275	"State of Palestine"	17.191	19.809	20.865	20.624	20.437	20.293	20.121	19.9	19.641	19.376	19.121	18.908	18.787	18.774	18.843	18.93	18.997
760	"Syrian Arab Republic"	4.072	10.598	14.819	15.175	15.481	15.704	15.827	15.863	15.805	15.65	15.438	15.241	15.11	15.03	14.994	14.98	14.95
792	"Turkey"	6.91	6.784	6.784	6.632	6.471	6.289	6.091	5.898	5.734	5.603	5.499	5.417	5.351	5.301	5.262	5.221	5.171
784	"United Arab Emirates"	88.181	78.179	72.539	66.721	61.051	55.774	51.038	46.929	43.426	40.438	37.843	35.603	33.617	31.784	30.066	28.452	26.915
887	"Yemen"	5.761	6.459	7.439	7.404	7.38	7.364	7.359	7.352	7.324	7.264	7.178	7.052	6.88	6.68	6.477	6.315	6.19
908	"EUROPE"	1.796	1.87	2.037	2.078	2.117	2.155	2.194	2.239	2.29	2.348	2.41	2.48	2.555	2.636	2.719	2.801	2.885
112	"Belarus"	3.632	3.694	3.364	3.358	3.348	3.322	3.276	3.219	3.168	3.138	3.13	3.136	3.144	3.152	3.151	3.141	3.126
100	"Bulgaria"	1.315	1.524	2.036	2.131	2.226	2.326	2.426	2.508	2.556	2.567	2.543	2.497	2.448	2.409	2.386	2.381	2.386
203	"Czech Republic"	2.806	3.17	3.296	3.311	3.326	3.329	3.308	3.263	3.212	3.177	3.172	3.202	3.254	3.312	3.361	3.392	3.411
348	"Hungary"	2.768	3.048	2.981	2.96	2.941	2.933	2.934	2.941	2.947	2.952	2.951	2.942	2.923	2.892	2.846	2.785	2.714
616	"Poland"	0.899	0.926	0.914	0.972	1.025	1.068	1.1	1.123	1.136	1.139	1.133	1.122	1.104	1.084	1.059	1.026	0.986
498	"Republic of Moldova"	3.299	4.405	4.617	4.972	5.298	5.564	5.752	5.866	5.927	5.949	5.954	5.964	5.985	6.016	6.041	6.067	6.101
642	"Romania"	-1.065	-0.124	0.653	0.903	1.153	1.391	1.603	1.778	1.917	2.027	2.113	2.172	2.207	2.223	2.213	2.177	2.13
643	"Russian Federation"	3.179	3.59	3.911	3.986	4.055	4.107	4.145	4.182	4.222	4.264	4.3	4.331	4.37	4.412	4.455	4.503	4.556
703	"Slovakia"	1.138	1.146	1.274	1.254	1.231	1.204	1.172	1.135	1.101	1.079	1.067	1.057	1.044	1.024	1.002	0.979	0.958
804	"Ukraine"	2.356	2.366	2.558	2.56	2.558	2.548	2.528	2.501	2.472	2.449	2.439	2.442	2.452	2.457	2.458	2.461	2.469
830	"Channel Islands"	7.693	8.134	8.37	8.311	8.257	8.213	8.182	8.17	8.183	8.213	8.247	8.27	8.269	8.244	8.192	8.12	8.039
